name,playcount,listeners,url
Djavan,7200890,122176,https://www.last.fm/music/Lancey+Foux
Moderat,7738375,299900,https://www.last.fm/music/The+Voidz
Katie Gregson-MacLeod,14642479,779909,https://www.last.fm/music/The+Breeders
Tegan and Sara,14029032,479780,https://www.last.fm/music/Ariel+Pink
JO YURI,8939154,940126,https://www.last.fm/music/10cc
Tamino,24500455,1380183,https://www.last.fm/music/Bush
Tanukichan,18453212,975759,https://www.last.fm/music/Devo
Mc Paiva ZS,6609717,159313,https://www.last.fm/music/Mach-Hommy
Sematary,3326447,280518,https://www.last.fm/music/Bia
KT Tunstall,3504782,336071,https://www.last.fm/music/ritt+momney
lil mabu,4651098,233351,https://www.last.fm/music/Anson+Seabra
Andrew Garfield,9254159,969833,https://www.last.fm/music/Pat+Benatar
ASIAN KUNG-FU GENERATION,10778419,852845,https://www.last.fm/music/Carole+King
Sorority Noise,7578318,1006445,https://www.last.fm/music/Lloyd
Thousand Foot Krutch,51176648,1624303,https://www.last.fm/music/Hot+Chip
Styx,3607037,227175,https://www.last.fm/music/LSD+and+the+Search+for+God
The Devil Wears Prada,9515607,260587,https://www.last.fm/music/Dean+Blunt
CamelPhat,6408900,187059,https://www.last.fm/music/Pedro+Sampaio
Kraftwerk,3017699,536786,https://www.last.fm/music/Michael+Sembello
WESTSIDE BOOGIE,2762714,172041,https://www.last.fm/music/Loco
Don Diablo,5471923,268300,https://www.last.fm/music/L%27Imp%C3%A9ratrice
MISSIO,31867728,1546891,https://www.last.fm/music/Cold+War+Kids
Martin Solveig,18779838,673765,https://www.last.fm/music/The+Replacements
Jóhann Jóhannsson,18863603,810524,https://www.last.fm/music/Alabama+Shakes
SICKBOYRARI,5887644,159120,https://www.last.fm/music/HAARPER
Bobby Darin,17956854,1077133,https://www.last.fm/music/JoJo
Official HIGE DANdism,93131878,924941,https://www.last.fm/music/Opeth
Sara Kays,26366703,646746,https://www.last.fm/music/Descendents
Vaundy,1323028,167066,https://www.last.fm/music/Kate+Bollinger
Michael Cera,8432348,182153,https://www.last.fm/music/Superm
Princess Nokia,5493559,461910,https://www.last.fm/music/Gnash
Love,1902270,189526,https://www.last.fm/music/Nova
Inhaler,9041269,855966,https://www.last.fm/music/Huey+Lewis+&+The+News
Zeph,6389370,365063,https://www.last.fm/music/The+Oh+Hellos
Rag'n'Bone Man,31384165,982517,https://www.last.fm/music/Dinosaur+Jr.
Luude,77318487,1266479,https://www.last.fm/music/Bad+Religion
Boa,3432984,252601,https://www.last.fm/music/347aidan
mothica,5844545,273846,https://www.last.fm/music/Kiana+Led%C3%A9
Ana Castela,5693126,166561,https://www.last.fm/music/tINI
Swans,5635391,541039,https://www.last.fm/music/Desiigner
Krynoze,8114184,435775,https://www.last.fm/music/LIL+PUMP
Seal,2472222,195274,https://www.last.fm/music/Sunset+Rollercoaster
Daniel Johnston,10501001,893657,https://www.last.fm/music/Harry+Nilsson
Pritam,9516939,125067,https://www.last.fm/music/Dawid+Podsiad%C5%82o
Rob $tone,15008524,881147,https://www.last.fm/music/We+the+Kings
Eiafuawn,11099240,1176005,https://www.last.fm/music/The+Isley+Brothers
Strawberry Switchblade,6523973,200980,https://www.last.fm/music/Kard
TK from Ling tosite sigure,6475450,554813,https://www.last.fm/music/Felix+Jaehn
Steppenwolf,8948587,296535,https://www.last.fm/music/Lin-Manuel+Miranda
SWV,3810590,261166,https://www.last.fm/music/Hunny
Mogwai,3630357,574016,https://www.last.fm/music/John+Travolta
Domo Genesis,15360861,1296840,https://www.last.fm/music/Europe
Creed,3954173,348030,https://www.last.fm/music/Meryl+Streep
Rixton,6576890,434934,https://www.last.fm/music/Dan+%252B+Shay
Caamp,4154353,279978,https://www.last.fm/music/YEEK
Rupert Holmes,15512409,724920,https://www.last.fm/music/XTC
Chevelle,37116231,1097855,https://www.last.fm/music/Four+Tet
Oxlade,7091953,437201,https://www.last.fm/music/Louis+The+Child
King Harvest,2469336,169078,https://www.last.fm/music/Sudan+Archives
Deorro,3630696,148479,https://www.last.fm/music/The+Smile
Ag Club,18869649,796250,https://www.last.fm/music/Chromatics
The Proclaimers,4188661,155527,https://www.last.fm/music/Sim
AOA,8229712,153074,https://www.last.fm/music/Woodz
Warren G,4333716,681021,https://www.last.fm/music/Cutting+Crew
Crisaunt,3939212,311215,https://www.last.fm/music/Cautious+Clay
SpiritBox,1531185,147857,https://www.last.fm/music/Will+Paquin
Bronski Beat,5765148,227607,https://www.last.fm/music/Young+Dolph
Emotional Oranges,8002744,265790,https://www.last.fm/music/IC3PEAK
Bob Seger,13749782,1066784,https://www.last.fm/music/Curtis+Mayfield
Tycho,4715105,223889,https://www.last.fm/music/Isaac+Dunbar
Danny Ocean,4336287,308394,https://www.last.fm/music/lovelytheband
Vicetone,6674691,283630,https://www.last.fm/music/Tessa+Violet
Thuy,4446854,183314,https://www.last.fm/music/BOL4
The Story So Far,11488244,781028,https://www.last.fm/music/Nico
The Greeting Committee,2050073,119371,https://www.last.fm/music/JELEEL%21
Weatherday,6808136,265808,https://www.last.fm/music/Get+Scared
Howard Shore,5481113,258275,https://www.last.fm/music/TheFatRat
Baby smoove,1981138,117048,https://www.last.fm/music/Davi+Kneip
Sugababes,12387316,1274568,https://www.last.fm/music/Lionel+Richie
POORSTACY,42014877,1624198,https://www.last.fm/music/Godsmack
Christine and the Queens,58858624,1610722,https://www.last.fm/music/Broken+Social+Scene
Tkay Maidza,4797871,305015,https://www.last.fm/music/Jessie+Reyez
Jovem Dionisio,934029,89906,https://www.last.fm/music/Ari+Abdul
D-Block Europe,13623432,1170187,https://www.last.fm/music/CeeLo+Green
Sxmpra,18632830,544408,https://www.last.fm/music/DIIV
Juicy J,22370699,809898,https://www.last.fm/music/M%C3%98
Leona Lewis,1386855,132839,https://www.last.fm/music/Kaito+Shoma
Yeule,2886644,246065,https://www.last.fm/music/Biig+Piig
Weathers,6147535,494015,https://www.last.fm/music/Wet
Blossoms,1922367,90171,https://www.last.fm/music/IV+Of+Spades
Petit biscuit,5668191,145184,https://www.last.fm/music/Loathe
Paul Anka,26787915,749631,https://www.last.fm/music/London+Grammar
Silverstein,1834825,147732,https://www.last.fm/music/RealestK
Saib,6318435,315380,https://www.last.fm/music/PRETTYMUCH
Breakup Shoes,6195894,532962,https://www.last.fm/music/The+Knocks
WHOKILLEDXIX,2425200,256269,https://www.last.fm/music/Bella+Poarch
Mario,15194646,1132847,https://www.last.fm/music/Blind+Melon
James Taylor,106880007,1142021,https://www.last.fm/music/Dream+Theater
Casiio,9355601,343623,https://www.last.fm/music/Rita+Lee
Yukika,2125614,108359,https://www.last.fm/music/MIMIDEATH
Kings of Convenience,13573621,731809,https://www.last.fm/music/Ant%C3%B4nio+Carlos+Jobim
Becky Hill,37577131,1290699,https://www.last.fm/music/White+Lies
The Moody Blues,3802796,207611,https://www.last.fm/music/zack+fox
Nicholas Britell,4033249,533610,https://www.last.fm/music/Redbone
Madcon,59662542,1782463,https://www.last.fm/music/Editors
Videoclub,4898157,653998,https://www.last.fm/music/Toploader
Pentatonix,4660606,150351,https://www.last.fm/music/ssgkobe
Stellar,156348,35059,https://www.last.fm/music/Joey+Valence+&+Brae
Hot Chelle Rae,5925991,259572,https://www.last.fm/music/Gang+of+Youths
Ab-Soul,26463114,1023095,https://www.last.fm/music/Jack+White
Tevvez,2817056,96435,https://www.last.fm/music/Rx+Papi
Y2K,2545212,168348,https://www.last.fm/music/El+Alfa
Renée Elise Goldsberry,3620924,213528,https://www.last.fm/music/ilyTOMMY
Royal & the Serpent,6795899,546875,https://www.last.fm/music/Nicky+Jam
Sech,31034847,1023338,https://www.last.fm/music/Silversun+Pickups
Miike Snow,4071365,166988,https://www.last.fm/music/Shiro+Sagisu
Travis,53917231,1380415,https://www.last.fm/music/Andrew+Bird
Mahalia,33979112,993514,https://www.last.fm/music/%C3%93lafur+Arnalds
Linked Horizon,8128338,926402,https://www.last.fm/music/Nena
Tibeauthetraveler,6829836,437605,https://www.last.fm/music/The+Sundays
Lifehouse,1791356,175574,https://www.last.fm/music/Leah+Kate
Blue Swede,1737050,168401,https://www.last.fm/music/Lyn+Lapid
Barns Courtney,9573593,742838,https://www.last.fm/music/Jazmine+Sullivan
blue smiley,6218672,531680,https://www.last.fm/music/Souls+of+Mischief
Fat Joe,2146154,182729,https://www.last.fm/music/Mariya+Takeuchi
Warpaint,4157420,214550,https://www.last.fm/music/Samia
Dropkick Murphys,2754068,177772,https://www.last.fm/music/Spirit+of+the+Beehive
La Dispute,9127593,331695,https://www.last.fm/music/Homeshake
Robin Thicke,3336846,91987,https://www.last.fm/music/Yena
Colbie Caillat,6332039,509658,https://www.last.fm/music/The+Ink+Spots
Breakbot,5118096,318907,https://www.last.fm/music/Studio+Killers
Lil Keed,7183166,434982,https://www.last.fm/music/Astrid+S
Mac Ayres,6384188,253829,https://www.last.fm/music/Unlike+Pluto
April,3451045,208668,https://www.last.fm/music/Holly+Humberstone
Benny Benassi,16426655,1109323,https://www.last.fm/music/Duke+Ellington
Adam Lambert,13124349,327585,https://www.last.fm/music/Vulfpeck
Alter Bridge,84570467,1510101,https://www.last.fm/music/Beirut
"nothing,nowhere.",6217589,225458,https://www.last.fm/music/AnnenMayKantereit
Kenny Mason,18222557,1011396,https://www.last.fm/music/Roxy+Music
Xamã,3022396,149420,https://www.last.fm/music/Only+The+Family
Elliott Fullam,30187856,974376,https://www.last.fm/music/Blonde+Redhead
Cartola,12606108,1109558,https://www.last.fm/music/Franz+Schubert
Vengaboys,6670562,158076,https://www.last.fm/music/Movements
Christian Kuria,6751422,507835,https://www.last.fm/music/Sam+Feldt
Ace of Base,3505950,262287,https://www.last.fm/music/Banes+World
Jax,1096664,113356,https://www.last.fm/music/Thee+Sacred+Souls
Jawsh 685,44261470,1009808,https://www.last.fm/music/Sepultura
Milton Nascimento,1773644,231697,https://www.last.fm/music/Derek+&+The+Dominos
DJONGA,1629614,249107,https://www.last.fm/music/When+In+Rome
Sueco,6496972,227349,https://www.last.fm/music/MOMOLAND
Ol' Dirty Bastard,6305942,169624,https://www.last.fm/music/Brave+Girls
WEKI MEKI,10396684,560980,https://www.last.fm/music/Vashti+Bunyan
Rat boy,2083075,211784,https://www.last.fm/music/Lady+A
Jenevieve,15144555,838508,https://www.last.fm/music/Talk+Talk
Behemoth,5709333,187357,https://www.last.fm/music/MCCAFFERTY
Jane's Addiction,12846636,304026,https://www.last.fm/music/Carpenter+Brut
Aldn,4540115,266099,https://www.last.fm/music/Mt.+Joy
Los Hermanos,3559648,181870,https://www.last.fm/music/Rini
Actress,24904785,635414,https://www.last.fm/music/The+Brian+Jonestown+Massacre
Nils Frahm,81254559,1555873,https://www.last.fm/music/Yann+Tiersen
Unwound,4573744,498588,https://www.last.fm/music/Edward+Maya
Todd Rundgren,7564089,346051,https://www.last.fm/music/Floating+Points
Boldy James,177718,34764,https://www.last.fm/music/Glorilla
Lofi Fruits Music,37034252,1713971,https://www.last.fm/music/Bloodhound+Gang
Within Temptation,13001705,241868,https://www.last.fm/music/PUP
JinSang,11013977,1007014,https://www.last.fm/music/Cheap+Trick
Piri,3663855,279624,https://www.last.fm/music/Purple+Disco+Machine
Myke Towers,3786909,185081,https://www.last.fm/music/Aitch
Gilberto Gil,31292313,781005,https://www.last.fm/music/The+Maine
wifisfuneral,4580589,116231,https://www.last.fm/music/Rels+B
Godspeed You! Black Emperor,1364389,148195,https://www.last.fm/music/The+Rah+Band
The Band,32181082,1341174,https://www.last.fm/music/Ennio+Morricone
Last Dinosaurs,3937741,275061,https://www.last.fm/music/Princess+Chelsea
Tech N9ne,13486618,785632,https://www.last.fm/music/Luke+Bryan
Moses Sumney,30140687,969784,https://www.last.fm/music/Washed+Out
Dope Lemon,6505010,207349,https://www.last.fm/music/Whirr
Bobby Caldwell,17204626,500113,https://www.last.fm/music/Black+Veil+Brides
The Jacksons,22194570,779673,https://www.last.fm/music/Alexandre+Desplat
Commodores,5774380,98598,https://www.last.fm/music/P1Harmony
No Rome,18016832,513677,https://www.last.fm/music/Everything+Everything
Eiffel 65,7594654,242733,https://www.last.fm/music/Mick+Gordon
Cobrah,62030900,1334644,https://www.last.fm/music/Killswitch+Engage
Flipturn,5744115,245539,https://www.last.fm/music/Maxo+Kream
Ross Lynch,3409117,279742,https://www.last.fm/music/Carolina+Gait%C3%A1n+-+La+Gaita
311,7073064,314842,https://www.last.fm/music/The+Carters
Alice Deejay,4696609,341249,https://www.last.fm/music/Charlotte+Lawrence
Anthrax,2969006,202846,https://www.last.fm/music/Money+Man
Belinda Carlisle,7400756,716135,https://www.last.fm/music/Naughty+Boy
Morcheeba,9383112,1039545,https://www.last.fm/music/Eric+Prydz
The Veronicas,16183426,1181735,https://www.last.fm/music/Herbie+Hancock
Weiland,42894229,761641,https://www.last.fm/music/Volbeat
Haddaway,11071936,245984,https://www.last.fm/music/Pinegrove
Sly & The Family Stone,2752928,152233,https://www.last.fm/music/starry+cat
Purity Ring,20275350,1176208,https://www.last.fm/music/The+Stooges
Lil Dicky,2386324,237089,https://www.last.fm/music/No+Spirit
Rhye,5308233,125487,https://www.last.fm/music/KA$HDAMI
AsTN,16589222,859257,https://www.last.fm/music/D%27Angelo
Jake Bugg,10589048,777600,https://www.last.fm/music/Mandy+Moore
Sweet,19798289,1084553,https://www.last.fm/music/Patti+Smith
Marty Robbins,7674304,385226,https://www.last.fm/music/Kevin+Gates
Spiritualized,10089994,267012,https://www.last.fm/music/Sticky+Fingers
Tyla Yaweh,1617865,243220,https://www.last.fm/music/ACraze
Tori Kelly,42714661,883289,https://www.last.fm/music/The+Magnetic+Fields
Minnie Riperton,1322082,218400,https://www.last.fm/music/KC+&+The+Sunshine+Band
The Decemberists,7007910,495891,https://www.last.fm/music/Ry+x
Chris Travis,11836144,342628,https://www.last.fm/music/Lil+B
S3RL,5340796,250470,https://www.last.fm/music/lund
Sylvan Esso,58856255,1502265,https://www.last.fm/music/Enya
Radical Face,13635675,1017776,https://www.last.fm/music/Finger+Eleven
Phlocalyst,5926866,850117,https://www.last.fm/music/Starship
surrenderdorothy,15466254,897930,https://www.last.fm/music/Buzzcocks
hyO,8718277,348410,https://www.last.fm/music/Mick+Jenkins
Zoé,9997789,729805,https://www.last.fm/music/Macklemore
Billy Woods,6363667,879465,https://www.last.fm/music/4+Non+Blondes
Cix,17983112,450226,https://www.last.fm/music/Parquet+Courts
Kensuke Ushio,18331027,1454084,https://www.last.fm/music/Sheryl+Crow
Michelle,47506409,1485268,https://www.last.fm/music/The+Libertines
MC Livinho,51379313,690466,https://www.last.fm/music/Parkway+Drive
The Academic,3972319,228376,https://www.last.fm/music/TOKYO%E2%80%99S+REVENGE
Spandau Ballet,4428456,221582,https://www.last.fm/music/Puzzle
Shrimp,4547951,722722,https://www.last.fm/music/Berlin
Staind,4807466,273460,https://www.last.fm/music/Kilo+Kish
COI LERAY,5340105,95856,https://www.last.fm/music/Duwap+Kaine
Ryan Gosling,2121477,131074,https://www.last.fm/music/Mike+Dimes
MisterWives,6204499,413776,https://www.last.fm/music/Miniature+Tigers
Xiu Xiu,9829002,366982,https://www.last.fm/music/Luis+Miguel
Dro Kenji,10628007,237328,https://www.last.fm/music/Fishmans
Hyolyn,9731351,676468,https://www.last.fm/music/Flight+Facilities
Big Pun,21117215,769601,https://www.last.fm/music/Jon+Hopkins
Allman Brothers Band,59496119,1857315,https://www.last.fm/music/Tenacious+D
Sampha,2840291,210682,https://www.last.fm/music/Ryuichi+Sakamoto
Sarcastic Sounds,12074182,1400076,https://www.last.fm/music/D12
The Presidents of the United States of America,6137550,473189,https://www.last.fm/music/Dimitri+Vegas+&+Like+Mike
A.R. Rahman,4138318,237187,https://www.last.fm/music/The+Frights
Bishop Briggs,30021727,694436,https://www.last.fm/music/Die+Antwoord
The Band CAMINO,5029744,357613,https://www.last.fm/music/Lennon+Stella
Puddle of Mudd,16211210,1390868,https://www.last.fm/music/Natalie+Imbruglia
Madeon,4216291,313748,https://www.last.fm/music/NOTD
Digga D,3814966,306433,https://www.last.fm/music/Fisher
Woosung,3492905,243088,https://www.last.fm/music/Victorious+Cast
Sergei Rachmaninoff,8846592,573648,https://www.last.fm/music/Slum+Village
THE ORAL CIGARETTES,9765903,203685,https://www.last.fm/music/IZA
Slander,1757443,330539,https://www.last.fm/music/Musical+Youth
Christopher Jackson,12321436,464492,https://www.last.fm/music/Gal+Costa
STEEZY PRIME,9857893,313700,https://www.last.fm/music/Kelela
Joy,10544367,204667,https://www.last.fm/music/Crywank
The Cult,13026443,715708,https://www.last.fm/music/Zac+Brown+Band
Cannons,4703878,339621,https://www.last.fm/music/Jonathan+Groff
Majid Jordan,7459721,146776,https://www.last.fm/music/SEGA+Sound+Team
Elita,2908668,124541,https://www.last.fm/music/LOONA%2Fyyxy
Manu Gavassi,3003815,260434,https://www.last.fm/music/Flipp+Dinero
Samuel Kim,2780636,177712,https://www.last.fm/music/GZA
Jonatan Leandoer96,4983586,321045,https://www.last.fm/music/Palace
Lorna Shore,7627661,954060,https://www.last.fm/music/Culture+Club
elijah who,6767064,124641,https://www.last.fm/music/ZillaKami
Lit,20540721,720769,https://www.last.fm/music/Agnes+Obel
Mike,8208583,443658,https://www.last.fm/music/LP
clipping.,5644301,622781,https://www.last.fm/music/Glen+Campbell
Amber Mark,2651890,169551,https://www.last.fm/music/Ali
Eladio Carrion,7765488,324990,https://www.last.fm/music/Hiatus+Kaiyote
Laura Marling,2663045,144577,https://www.last.fm/music/Russ+Millions
Dorian Electra,5888784,378609,https://www.last.fm/music/Hippie+Sabotage
The Postal Service,4376627,198783,https://www.last.fm/music/Sidewalks+and+Skeletons
NOFX,29031610,1544652,https://www.last.fm/music/Matchbox+Twenty
Raimu,3526851,114835,https://www.last.fm/music/death%27s+dynamic+shroud
Julie London,13346326,1225057,https://www.last.fm/music/Tina+Turner
Sleater-Kinney,9402872,435841,https://www.last.fm/music/Pond
Thomas Rhett,18785129,479052,https://www.last.fm/music/Oneohtrix+Point+Never
Genevieve Stokes,9919832,435832,https://www.last.fm/music/Slint
SUPERFRUIT,12197426,751039,https://www.last.fm/music/Funkadelic
Gary Numan,2682586,311132,https://www.last.fm/music/Troy
NEFFEX,7871346,819919,https://www.last.fm/music/Maurice+Ravel
Yung Bans,2325179,146428,https://www.last.fm/music/Ovlov
Sinéad O'Connor,5508492,99859,https://www.last.fm/music/Purple+Kiss
Maná,6841619,681983,https://www.last.fm/music/Alexandra+Stan
Kupla,5496939,437026,https://www.last.fm/music/Axwell+%2F%5C+Ingrosso
Prince Royce,8293026,138923,https://www.last.fm/music/Bad+Omens
Call Me Karizma,22507294,669330,https://www.last.fm/music/Future+Islands
The Supremes,10729258,955248,https://www.last.fm/music/Aqua
Nico & Vinz,10135854,254533,https://www.last.fm/music/Starset
Flow,5450740,185860,https://www.last.fm/music/Viagra+Boys
Amon Amarth,3274941,325997,https://www.last.fm/music/BlocBoy+JB
Mike.,604866,66808,https://www.last.fm/music/Macabre+Plaza
Jeremy Soule,16631533,394212,https://www.last.fm/music/Pitty
The Hollies,6928692,307802,https://www.last.fm/music/smokepurpp
Beartooth,2714254,141256,https://www.last.fm/music/Horse+Jumper+of+Love
Marcus Mumford,2855327,150494,https://www.last.fm/music/Bktherula
Kim Wilde,5042640,312154,https://www.last.fm/music/Blueface
Boy Harsher,14608544,927227,https://www.last.fm/music/Orchestral+Manoeuvres+in+the+Dark
Emicida,1592643,152381,https://www.last.fm/music/mehro
Morat,4637188,197634,https://www.last.fm/music/KANA-BOON
Gilsons,4386434,714326,https://www.last.fm/music/The+Buggles
Sunny Day Real Estate,2222134,62986,https://www.last.fm/music/Electric+Callboy
Chic,6995413,218975,https://www.last.fm/music/Orville+Peck
ONIMXRU,86098897,902396,https://www.last.fm/music/Porcupine+Tree
Mudvayne,24690877,1187584,https://www.last.fm/music/Boys+Like+Girls
In Love With a Ghost,2380880,60199,https://www.last.fm/music/Homixide+Gang
Janis Joplin,13151475,948235,https://www.last.fm/music/Bone+Thugs-N-Harmony
Run–D.M.C.,6712218,801603,https://www.last.fm/music/Marcy+Playground
SahBabii,13451064,147740,https://www.last.fm/music/DUDA+BEAT
Highly Suspect,3489672,173833,https://www.last.fm/music/Seatbelts
Tinlicker,8886794,447739,https://www.last.fm/music/Son+Lux
Cannibal Corpse,10318440,350232,https://www.last.fm/music/Skank
Drop Nineteens,5304101,430375,https://www.last.fm/music/Oliver+Heldens
João Gilberto,59774172,1123846,https://www.last.fm/music/Trivium
Lesley Gore,786749,111630,https://www.last.fm/music/Tommy+Lefroy
Los Enanitos Verdes,4995088,145921,https://www.last.fm/music/Luke+Hemmings
Nouns,41835108,1272148,https://www.last.fm/music/Manu+Chao
The Dresden Dolls,21255300,415659,https://www.last.fm/music/Of+Mice+&+Men
Françoise Hardy,25515791,848462,https://www.last.fm/music/Primus
Cartier God,4135726,323878,https://www.last.fm/music/Ali+Gatie
Brenda Lee,5350816,110515,https://www.last.fm/music/Filipe+Ret
PLVTINUM,17825354,592733,https://www.last.fm/music/We+Came+As+Romans
Lincoln,3394287,598022,https://www.last.fm/music/Stardust
LIL TRACY,1317462,121727,https://www.last.fm/music/Tokischa
Rick Springfield,2539277,234785,https://www.last.fm/music/Jadu+Heart
Joep Beving,1667253,74466,https://www.last.fm/music/Polim%C3%A1+Westcoast
Nio Garcia,1257350,130422,https://www.last.fm/music/WEEDMANE
Twin Peaks,1663990,259352,https://www.last.fm/music/Edison+Lighthouse
Deafheaven,14411104,408338,https://www.last.fm/music/Our+Last+Night
Suzanne Vega,2470841,186622,https://www.last.fm/music/High+School+Musical+Cast
Quadeca,2357453,98239,https://www.last.fm/music/Kay+Flock
Greentea Peng,2519403,107118,https://www.last.fm/music/Rebzyyx
bCalm,3191258,248832,https://www.last.fm/music/Softy
The Midnight,5608523,344332,https://www.last.fm/music/Yellow+Days
disco lines,23900824,1324271,https://www.last.fm/music/Whitesnake
Joywave,1492147,89613,https://www.last.fm/music/Valorant
Matthew Wilder,16030937,1172071,https://www.last.fm/music/Willie+Nelson
Colde,4389491,267133,https://www.last.fm/music/Summer+Salt
Dehd,3211355,235675,https://www.last.fm/music/griff
Robert Schumann,26200190,1063940,https://www.last.fm/music/Philip+Glass
Yerin Baek,2820502,174920,https://www.last.fm/music/Syko
Jorge & Mateus,3685554,178896,https://www.last.fm/music/The+Brobecks
Drain Gang Archive,27302426,841197,https://www.last.fm/music/DragonForce
demxntia,2144717,194352,https://www.last.fm/music/Kaash+Paige
P.O.D.,5138146,253969,https://www.last.fm/music/Gerard+Way
John Frusciante,3491718,299266,https://www.last.fm/music/Elderbrook
Meat Loaf,2134918,199100,https://www.last.fm/music/Sure+Sure
Primal Scream,20143775,497047,https://www.last.fm/music/Halestorm
Bahamas,1657372,172582,https://www.last.fm/music/%C2%BFT%C3%A9o%3F
goreshit,4276637,354250,https://www.last.fm/music/Loud+Luxury
"WHATEVER, DAD",3397480,308869,https://www.last.fm/music/Terrace+Martin
Super Junior,3030282,340935,https://www.last.fm/music/Engelbert+Humperdinck
Frances Forever,4427364,199177,https://www.last.fm/music/Moe+Shop
Kelsea Ballerini,1351380,199681,https://www.last.fm/music/Tim+Atlas
UB40,2758593,153102,https://www.last.fm/music/ZelooperZ
John Maus,5735677,235416,https://www.last.fm/music/Luciano
Jacob Collier,16728837,624842,https://www.last.fm/music/Mount+Kimbie
Black Flag,384008,58551,https://www.last.fm/music/Lauren+Spencer+Smith
Killing Joke,1164062,134622,https://www.last.fm/music/VaultBoy
Lyn,1995280,77647,https://www.last.fm/music/Xdinary+Heroes
Racionais Mc's,27141716,1431561,https://www.last.fm/music/OK+Go
Sidney Gish,11412403,981473,https://www.last.fm/music/Twisted+Sister
Dillon Francis,4087259,274234,https://www.last.fm/music/Kane+Brown
Low,17771979,1082783,https://www.last.fm/music/Frou+Frou
Polo & Pan,3367042,306914,https://www.last.fm/music/Flora+Cash
Abra,5679732,397819,https://www.last.fm/music/Anarbor
AKMU,7843234,1054133,https://www.last.fm/music/The+Ronettes
Nathan Dawe,1947692,178417,https://www.last.fm/music/Sarah+Cothran
Akira Yamaoka,4086559,195976,https://www.last.fm/music/MC+Kevin+o+Chris
Thievery Corporation,11748042,559030,https://www.last.fm/music/Lianne+La+Havas
Kevin Kaarl,16005977,957932,https://www.last.fm/music/Madness
Bhad Bhabie,6042162,216792,https://www.last.fm/music/Lebanon+Hanover
jxdn,9632332,951491,https://www.last.fm/music/Edvard+Grieg
K'naan,6426341,606840,https://www.last.fm/music/Frankie+Valli+&+the+Four+Seasons
Origami Angel,3957346,307343,https://www.last.fm/music/B%C3%BClow
Zero 7,3347982,209627,https://www.last.fm/music/Fox+Academy
RBD,3707610,135026,https://www.last.fm/music/The+Beths
Mokita,8847151,176782,https://www.last.fm/music/Hiroyuki+Sawano
SCARLXRD,7148282,545066,https://www.last.fm/music/Cashmere+Cat
Jack Ü,10722057,584613,https://www.last.fm/music/Seu+Jorge
Southstar,2366779,177954,https://www.last.fm/music/Fiji+Blue
Xantesha,6791071,838878,https://www.last.fm/music/Travie+McCoy
Meshuggah,856387,106550,https://www.last.fm/music/Aidan+Bissett
Enjoy,7903689,314682,https://www.last.fm/music/TomppaBeats
TOKYOPILL,6725304,582594,https://www.last.fm/music/The+Runaways
Peter McPoland,2640597,211083,https://www.last.fm/music/Cortex
SOB X RBE,26241401,1320209,https://www.last.fm/music/The+Dandy+Warhols
Marlon Craft,3181441,177410,https://www.last.fm/music/The+Orion+Experience
Crystal Waters,8147202,309325,https://www.last.fm/music/La+Femme
Lolo Zouaï,38622394,993519,https://www.last.fm/music/Machine+Head
The Aces,3706769,200332,https://www.last.fm/music/Blxst
Tenno,12083776,212842,https://www.last.fm/music/Ice+Nine+Kills
Amanda Seyfried,12995659,1135047,https://www.last.fm/music/Vanessa+Carlton
Framed,2922657,213481,https://www.last.fm/music/hoogway
Cartoon,9749451,492507,https://www.last.fm/music/Julieta+Venegas
Damien Rice,3770410,190669,https://www.last.fm/music/VAllEY
Fumez The Engineer,3628773,150490,https://www.last.fm/music/Kenshi+Yonezu
Tiago pzk,15169227,1267155,https://www.last.fm/music/Alien+Ant+Farm
Squarepusher,58541346,1353675,https://www.last.fm/music/Apocalyptica
REO Speedwagon,6891336,367791,https://www.last.fm/music/Maribou+State
flower face,6253179,404907,https://www.last.fm/music/Jay+Electronica
Ricky Nelson,6667669,354342,https://www.last.fm/music/DVSN
Luther Vandross,5343140,217966,https://www.last.fm/music/Czarface
The Pointer Sisters,9419516,1013833,https://www.last.fm/music/Bob+Sinclar
Better Oblivion Community Center,16453438,1080235,https://www.last.fm/music/The+Vines
Rachel Chinouriri,6909634,836152,https://www.last.fm/music/Chaka+Khan
Mon Laferte,2234776,188325,https://www.last.fm/music/Margo+Guryan
Eaeon,6024197,207177,https://www.last.fm/music/Eric+Nam
Durand Jones & The Indications,4847953,601605,https://www.last.fm/music/The+Outfield
Luna,5814105,251360,https://www.last.fm/music/PINK+GUY
"Crosby, Stills & Nash",18182890,849075,https://www.last.fm/music/The+Alan+Parsons+Project
Sault,3743558,177677,https://www.last.fm/music/The+Wrecks
Jethro Tull,4989234,348124,https://www.last.fm/music/Amber+Run
Gigi D'Agostino,2900415,271250,https://www.last.fm/music/YOKE+LORE
Öwnboss,10508671,724562,https://www.last.fm/music/Cher+Lloyd
hitkidd,2762825,208053,https://www.last.fm/music/Piero+Piccioni
Radiator Hospital,4040651,195980,https://www.last.fm/music/Phillipa+Soo
Antonín Dvořák,9652852,234172,https://www.last.fm/music/Citizen
Maren Morris,1851798,143951,https://www.last.fm/music/Em+Beihold
San Holo,3151578,86940,https://www.last.fm/music/VIVIZ
Jeff Rosenstock,6084307,98268,https://www.last.fm/music/Will+Wood
