name,playcount,listeners,url
Pearly Drops,3540429,329741,https://www.last.fm/music/Anna+of+the+North
mellow fellow,10773089,813384,https://www.last.fm/music/Anastacia
Roderick Porter,2821784,94907,https://www.last.fm/music/Moon+Byul
Tsha,2170901,267258,https://www.last.fm/music/goosetaf
BLACKSTARKIDS,10517735,456606,https://www.last.fm/music/Sparks
Neoni,14236380,902117,https://www.last.fm/music/Keith+Urban
Os Mutantes,22016333,497470,https://www.last.fm/music/Suicide+Silence
DRAKEO The Ruler,2007182,149593,https://www.last.fm/music/Cleo+Sol
Mahmood,1244857,152823,https://www.last.fm/music/Cookiee+Kawaii
kyary pamyu pamyu,1758923,218975,https://www.last.fm/music/CURTIS+WATERS
Swmrs,541619,61967,https://www.last.fm/music/Phonk+Killer
Poolside,2523612,97877,https://www.last.fm/music/SIX
Wipers,2979617,154294,https://www.last.fm/music/Fog+Lake
eugenio izzi,49826391,1484179,https://www.last.fm/music/Dave+Matthews+Band
Liniker e os Caramelows,6125948,460421,https://www.last.fm/music/Gorgon+City
Bomba Estéreo,557535,30858,https://www.last.fm/music/Seungkwan
Hether,740351,47597,https://www.last.fm/music/Tevomxntana
Pete Rock,991725,90152,https://www.last.fm/music/Zach+Hood
Miura Jam,2749454,428392,https://www.last.fm/music/Modern+English
Tomoko Aran,4597300,72997,https://www.last.fm/music/Lomepal
Bear McCreary,3259198,568149,https://www.last.fm/music/The+Knack
"Bobby ""Boris"" Pickett",1402384,54614,https://www.last.fm/music/MC+Cabelinho
Flor,1211844,140350,https://www.last.fm/music/Winter+Aid
Almost Monday,4535260,317053,https://www.last.fm/music/Wun+Two
Stars,410279,44835,https://www.last.fm/music/Oliver+Sim
Ross From Friends,3471951,140992,https://www.last.fm/music/SPELLLING
Hayd,48810593,938526,https://www.last.fm/music/As+I+Lay+Dying
oso oso,3594994,226701,https://www.last.fm/music/Cate+le+Bon
Nick Mulvey,4452580,172454,https://www.last.fm/music/J+Hus
Microwave,63169170,557379,https://www.last.fm/music/Katatonia
Suicide,2140125,160378,https://www.last.fm/music/timmies
Sleigh Bells,622320,72497,https://www.last.fm/music/Robohands
Camille,10873146,981710,https://www.last.fm/music/Barry+White
Blu Detiger,15159065,1314360,https://www.last.fm/music/Bing+Crosby
The Citizens of Halloween,1587485,134074,https://www.last.fm/music/fatboibari
Rook1e,2148425,110708,https://www.last.fm/music/Ailee
sirlofi,22508405,932133,https://www.last.fm/music/Story+of+the+Year
Jessica Keenan Wynn,1183843,148160,https://www.last.fm/music/Nigo
Meat Puppets,4754033,673103,https://www.last.fm/music/Alex+Gaudino
Emmure,1546095,76384,https://www.last.fm/music/%E5%AE%87%E5%AE%99%E3%83%8D%E3%82%B3%E5%AD%90
Marcos Valle,1961974,208493,https://www.last.fm/music/Emmit+Fenn
Steve Winwood,1719962,289429,https://www.last.fm/music/88-Keys
iamnotshane,6307917,549838,https://www.last.fm/music/Marc+Anthony
Marika Hackman,1412529,99881,https://www.last.fm/music/HyunA&DAWN
Ed Maverick,6782387,157070,https://www.last.fm/music/Don+Broco
Panda Bear,10401834,664648,https://www.last.fm/music/Coconut+Records
Example,10657474,612766,https://www.last.fm/music/Miami+Horror
Roy Ayers Ubiquity,3176081,59814,https://www.last.fm/music/RIN
Plums,2384888,163099,https://www.last.fm/music/Ameer+Vann
Fine Young Cannibals,3173936,574645,https://www.last.fm/music/Norman+Greenbaum
Arin Ray,2846819,425975,https://www.last.fm/music/The+Chordettes
Yerachmiel Begun & The Miami Boys Choir,10870955,381441,https://www.last.fm/music/Songs:+Ohia
Jordan Davis,12453354,595074,https://www.last.fm/music/Kimya+Dawson
Bryan Ferry,1967077,450469,https://www.last.fm/music/The+Weather+Girls
Gims,2490077,89137,https://www.last.fm/music/Tim+Bernardes
The J. Geils Band,2746024,54393,https://www.last.fm/music/PASHANIM
BTOB,19242556,784617,https://www.last.fm/music/%22Weird+Al%22+Yankovic
Moose Blood,275104,49125,https://www.last.fm/music/kx5
Connor Price,7503745,711274,https://www.last.fm/music/Chumbawamba
BLK ODYSSY,16935315,777629,https://www.last.fm/music/Buena+Vista+Social+Club
Dismemberment Plan,813030,72903,https://www.last.fm/music/Ben+Reilly
DEAD POET SOCIETY,226423,32074,https://www.last.fm/music/VISXGE
Capcom Sound Team,1335693,100855,https://www.last.fm/music/Jay+Wheeler
The Dillinger Escape Plan,10161415,853523,https://www.last.fm/music/Jackson+Browne
Adoniran Barbosa,2528633,214949,https://www.last.fm/music/Black+Box+Recorder
Arcade Player,5187248,448164,https://www.last.fm/music/Living+Colour
Toadies,6888989,655817,https://www.last.fm/music/Brooks+&+Dunn
Sebastian Kamae,4596238,446295,https://www.last.fm/music/MATOMA
Tobias Dray,1749175,87384,https://www.last.fm/music/Mc+Hariel
Oscar Peterson Trio,620703,84584,https://www.last.fm/music/Kaoru+Akimoto
Cub Sport,1969008,144960,https://www.last.fm/music/RENforshort
The O'Jays,4623689,44051,https://www.last.fm/music/Izaya+Tiji
Relient K,4408344,182099,https://www.last.fm/music/Danger+Incorporated
Deerhoof,5160298,444883,https://www.last.fm/music/Kiiara
Flux Pavilion,5466136,305259,https://www.last.fm/music/Roosevelt
Caifanes,1517626,133078,https://www.last.fm/music/Haruomi+Hosono
Hoody,1883762,139689,https://www.last.fm/music/The+Blue+Stones
Arden Jones,2564853,136715,https://www.last.fm/music/FAOUZIA
Amon Tobin,15821704,257605,https://www.last.fm/music/The+Amity+Affliction
Alan Silvestri,5959491,101132,https://www.last.fm/music/Black+Alien
R. City,2757962,226064,https://www.last.fm/music/Menahan+Street+Band
MC Braz,1259263,130243,https://www.last.fm/music/Blake+Rose
Eric Carmen,639623,42146,https://www.last.fm/music/KANGDANIEL
Danny L Harle,263620,45988,https://www.last.fm/music/The+Ponderosa+Twins+Plus+One
Gary Moore,3796223,171827,https://www.last.fm/music/Witt+Lowry
Clark,9489457,755104,https://www.last.fm/music/Status+Quo
Loafy Building,3410958,232598,https://www.last.fm/music/Rodrigo+Amarante
cxlt.,1028826,119026,https://www.last.fm/music/Wallice
LeAnn Rimes,2007327,206813,https://www.last.fm/music/HRVY
Buddy,36003499,1254801,https://www.last.fm/music/Cut+Copy
VIXX,1114664,40344,https://www.last.fm/music/Miksu+%2F+Macloud
800 Cherries,4657939,140601,https://www.last.fm/music/daoko
The Hu,662035,85098,https://www.last.fm/music/dora+jar
Andrew Gold,3233768,71467,https://www.last.fm/music/ZUTOMAYO
MK,979036,131200,https://www.last.fm/music/Sofia+Mills
Point North,1073490,114246,https://www.last.fm/music/Junko+Ohashi
The Chameleons,30875872,884239,https://www.last.fm/music/Anti-Flag
Duck Sauce,3942109,232241,https://www.last.fm/music/Cherry+Glazerr
Linearwave,4945903,426794,https://www.last.fm/music/Klangkarussell
Lasso,4645597,363917,https://www.last.fm/music/Sir+Sly
Cemeteries,3941587,387075,https://www.last.fm/music/Bakermat
Sik-K,519195,33551,https://www.last.fm/music/apink+chobom
SIDOKA,38607779,568620,https://www.last.fm/music/Soilwork
Fit for a King,6271168,468696,https://www.last.fm/music/Fruit+Bats
Matt and Kim,1029793,131970,https://www.last.fm/music/Adam+Hicks
UFO,14440462,929174,https://www.last.fm/music/The+Coral
Jamie Miller,1241363,116439,https://www.last.fm/music/Moderator
Tego Calderón,3692876,352381,https://www.last.fm/music/Hayden+James
Joe P,1572624,159974,https://www.last.fm/music/Deaton+Chris+Anthony
León Larregui,1144580,83673,https://www.last.fm/music/Pisse
RŮDE,3614116,452335,https://www.last.fm/music/The+Go-Go%27s
Marianas Trench,17759247,638817,https://www.last.fm/music/Pinback
OROCHI,2838246,182149,https://www.last.fm/music/Bad+Wolves
Municipal Waste,5434309,121979,https://www.last.fm/music/CONVOLK
Ryan Mack,45120599,588908,https://www.last.fm/music/Epica
Wild Cherry,6159368,591217,https://www.last.fm/music/Lil%27+Kim
Joyce Wrice,12850806,504455,https://www.last.fm/music/Airbourne
Traditional,2971023,107967,https://www.last.fm/music/Blanco
The Crane Wives,13697986,1028259,https://www.last.fm/music/Saliva
Wafia,6074961,651881,https://www.last.fm/music/Eric+B.+&+Rakim
Daniela Andrade,1163359,92330,https://www.last.fm/music/Maxo
Grace VanderWaal,1349593,80352,https://www.last.fm/music/Narrow+Head
Oliver Francis,1504085,81625,https://www.last.fm/music/LIL+DUSTY+G
MED,3965822,618958,https://www.last.fm/music/Lil+Jon+&+The+East+Side+Boyz
Molotov,2702520,151175,https://www.last.fm/music/Sole
Vanessa Paradis,12110295,296558,https://www.last.fm/music/Raul+Seixas
Bernard Herrmann,2350790,141409,https://www.last.fm/music/Illuminati+Hotties
Emilia,635592,51680,https://www.last.fm/music/Mc+Gabzin
NX Zero,10721867,485007,https://www.last.fm/music/Com+Truise
Midnight Oil,1121216,92056,https://www.last.fm/music/Sarah+and+the+Sundays
EnRa,3467840,110969,https://www.last.fm/music/Wendy
Jessie Murph,3179435,89477,https://www.last.fm/music/BIGBABYGUCCI
Pia Mia,5959188,283707,https://www.last.fm/music/William+Basinski
Shakka,549844,67443,https://www.last.fm/music/Hybs
Laurel,44489849,710125,https://www.last.fm/music/Alexisonfire
Grupo Menos É Mais,1439625,161235,https://www.last.fm/music/Miya+Folick
Pain,35713416,1081716,https://www.last.fm/music/Rilo+Kiley
Kate Nash,2563546,139541,https://www.last.fm/music/Jon+Pardi
Squid,6220034,608801,https://www.last.fm/music/Henry+Mancini
Sex Bob-Omb,3065263,288045,https://www.last.fm/music/Tank
DeBarge,15514597,758468,https://www.last.fm/music/Westlife
d0llywood1,3202791,113527,https://www.last.fm/music/Corbin
Kraftklub,827992,57624,https://www.last.fm/music/Ryo+Fukui
Giuseppe Verdi,1050804,68845,https://www.last.fm/music/BE%27O
Susan Egan,6445541,320092,https://www.last.fm/music/Lone
Skeeter Davis,1839841,84712,https://www.last.fm/music/i9bonsai
Planet 1999,4370126,180698,https://www.last.fm/music/Nothing+More
El Cuarteto De Nos,5208917,638188,https://www.last.fm/music/Quincy+Jones
ZODIVK,787369,62578,https://www.last.fm/music/Che
Sarah Vaughan,5584345,622146,https://www.last.fm/music/Kenny+Rogers
Dennis,30684853,1126067,https://www.last.fm/music/Elbow
Trapt,6716978,299551,https://www.last.fm/music/Allah-Las
Sheena Ringo,3848762,535880,https://www.last.fm/music/Deee-Lite
Nemzzz,1785912,148279,https://www.last.fm/music/Cmten
Christian Löffler,857608,127822,https://www.last.fm/music/Fools+Garden
Squeeze,417583,53977,https://www.last.fm/music/Mc+Kitinho
Maverick Sabre,2969101,111996,https://www.last.fm/music/Sebii
Quebonafide,1997128,104303,https://www.last.fm/music/Alexa
Funeral,3383542,196912,https://www.last.fm/music/Mod+Sun
Knife Party,4243389,199155,https://www.last.fm/music/City+Girl
Polkadot Stingray,8785954,189105,https://www.last.fm/music/Carissa%27s+Wierd
Cleopatrick,1706770,132536,https://www.last.fm/music/French+79
Tamia,2902211,269765,https://www.last.fm/music/NoMBe
brillion.,5003090,592579,https://www.last.fm/music/Big+Brother+&+The+Holding+Company
Zoe Wees,10579952,539157,https://www.last.fm/music/Big+Star
DE'WAYNE,20612736,596329,https://www.last.fm/music/Wavves
Gazo,3876948,245163,https://www.last.fm/music/Hope+Sandoval+&+The+Warm+Inventions
Ottorino Respighi,4395146,369116,https://www.last.fm/music/The+Mowgli%27s
Alpha Wolf,22510436,597334,https://www.last.fm/music/Morphine
Towerz,10756385,744270,https://www.last.fm/music/Jesse+McCartney
Slash,1897172,154794,https://www.last.fm/music/CRAIG+XEN
The Horrors,2882514,168722,https://www.last.fm/music/Da%C3%B0i+Freyr
T-ARA,4381702,128115,https://www.last.fm/music/Boston+Manor
Sevyn Streeter,997170,137838,https://www.last.fm/music/China+Anne+McClain
Blue October,3021194,483062,https://www.last.fm/music/Corona
Jubël,3443859,275471,https://www.last.fm/music/Marc+E.+Bassy
Duke Deuce,111524,17233,https://www.last.fm/music/Funk+Tribu
LUM!X,2242937,56037,https://www.last.fm/music/Loli+in+early+20s
Hugo & Guilherme,2569559,119473,https://www.last.fm/music/KinokoTeikoku
Michael Seyer,3489822,319938,https://www.last.fm/music/What+So+Not
Hot Chocolate,2199271,112416,https://www.last.fm/music/BURNOUT+SYNDROMES
Wednesday,4434684,605436,https://www.last.fm/music/Georges+Bizet
Shocking Blue,7465204,247189,https://www.last.fm/music/Tit%C3%A3s
Velvet Revolver,4497961,314709,https://www.last.fm/music/Widowspeak
Symba,1558413,139085,https://www.last.fm/music/Jamie
Little Richard,16213738,680500,https://www.last.fm/music/Jamie+T
Frank Carter & The Rattlesnakes,6657438,585633,https://www.last.fm/music/Asia
CRAVITY,3086392,111212,https://www.last.fm/music/Casiopea
Ceo Trayle,26942938,823893,https://www.last.fm/music/Best+Coast
Jodi Benson,8949386,1086949,https://www.last.fm/music/Andy+Williams
Dayseeker,5248211,349886,https://www.last.fm/music/Shura
Slaughter To Prevail,6100269,145138,https://www.last.fm/music/Girl%27s+Day
NateWantsToBattle,1564370,194269,https://www.last.fm/music/StarBoi3
Black Marble,40185041,1278235,https://www.last.fm/music/Bat+for+Lashes
Stela Cole,2571272,196667,https://www.last.fm/music/Cosmo+Pyke
Moow,2174352,54365,https://www.last.fm/music/piXy
Reignwolf,22895874,866659,https://www.last.fm/music/R%C3%B3is%C3%ADn+Murphy
Yoh Kamiyama,4187669,66274,https://www.last.fm/music/Will+Wood+and+the+Tapeworms
Jnr Choi,9617590,486621,https://www.last.fm/music/Krewella
Thiaguinho,24899016,1115723,https://www.last.fm/music/Noah+and+the+Whale
Chanyeol,24016616,1201394,https://www.last.fm/music/Rufus+Wainwright
Winnetka Bowling League,3048626,126510,https://www.last.fm/music/Ocean+Alley
Flora Matos,2295256,107117,https://www.last.fm/music/Germ
Chri$tian Gate$,67114,23095,https://www.last.fm/music/Jeethz
Vishal-Shekhar,5070311,449238,https://www.last.fm/music/Bread
Darren Korb,24402935,521995,https://www.last.fm/music/Stratovarius
Speaker Knockerz,479681,54358,https://www.last.fm/music/Destin+Conrad
Currents,286692,39518,https://www.last.fm/music/Devon+Cole
Belanova,44880721,1280543,https://www.last.fm/music/Ryan+Adams
The World Is a Beautiful Place & I Am No Longer Afraid to Die,1449041,124787,https://www.last.fm/music/$ilkMoney
Jeon Soyeon,294048,29306,https://www.last.fm/music/yungatita
Secos & Molhados,2504951,119012,https://www.last.fm/music/MC+Virgins
Susumu Yokota,2666018,244245,https://www.last.fm/music/%5Bbsd.u%5D
Felipe Amorim,3473822,134715,https://www.last.fm/music/Zion.T
The Church,3374670,94435,https://www.last.fm/music/Aitana
Far Caspian,5002559,267416,https://www.last.fm/music/Meg+Myers
Traveling Wilburys,31563900,1259101,https://www.last.fm/music/Joni+Mitchell
M.A.G.S.,10549748,521682,https://www.last.fm/music/Vitamin+String+Quartet
G-Unit,533888,60525,https://www.last.fm/music/Katy+Kirby
Circa Survive,30136898,528030,https://www.last.fm/music/Kreator
The Whitest Boy Alive,6643047,334779,https://www.last.fm/music/Still+Corners
mo beats,17322666,757566,https://www.last.fm/music/Them+Crooked+Vultures
BewhY,17187858,590663,https://www.last.fm/music/Accept
Twin Shadow,3198878,196489,https://www.last.fm/music/The+Hunna
Rusted Root,876107,75078,https://www.last.fm/music/Momma
Christopher Cross,2573302,217262,https://www.last.fm/music/Yandel
Bill Callahan,1468176,166524,https://www.last.fm/music/90sFlav
Haru Nemuri,906997,112205,https://www.last.fm/music/Erick+The+Architect
Dierks Bentley,2030063,151557,https://www.last.fm/music/Monsieur+Perin%C3%A9
Voxtrot,953824,97520,https://www.last.fm/music/Slush+Puppy
Acid Bath,2057079,131402,https://www.last.fm/music/Savage+Ga$p
The Lemonheads,215991,29160,https://www.last.fm/music/Phonkha
Jordan Rakei,3874838,414665,https://www.last.fm/music/Sheppard
Powerman 5000,2037748,204113,https://www.last.fm/music/Pharoah+Sanders
hisohkah,1584782,256925,https://www.last.fm/music/Harry+James
Boyish,6716719,281294,https://www.last.fm/music/Christian+Death
Atoms for Peace,26643840,765031,https://www.last.fm/music/The+Avett+Brothers
Gustavo Mioto,11328308,461251,https://www.last.fm/music/Keaton+Henson
datfootdive,4127492,244656,https://www.last.fm/music/Aldous+Harding
Chelsea Grin,1848677,128459,https://www.last.fm/music/Shayne+Orok
Sturgill Simpson,28557575,732128,https://www.last.fm/music/Fear+Factory
Barry Can't Swim,4816485,194015,https://www.last.fm/music/Against+All+Logic
June,2091727,229647,https://www.last.fm/music/Santo+&+Johnny
inabakumori,2320887,85212,https://www.last.fm/music/Food+House
Cass Elliot,1227503,73129,https://www.last.fm/music/Yama
wave to earth,6699756,754792,https://www.last.fm/music/Free
Austin Mahone,5263550,56081,https://www.last.fm/music/Oki
平田志穂子,1098689,124294,https://www.last.fm/music/Brad+stank
Loren Allred,3006885,344212,https://www.last.fm/music/Seb
Kamaitachi,1632913,117077,https://www.last.fm/music/Ryan+Trey
Lesky,6895139,519503,https://www.last.fm/music/The+Hoosiers
Jinjer,9263434,90339,https://www.last.fm/music/Ufo361
Eternal Raijin,2223601,96234,https://www.last.fm/music/Unknown+T
Jamie Foxx,6130707,158394,https://www.last.fm/music/Against+the+Current
Nightmare,24947704,1125402,https://www.last.fm/music/Digitalism
Rio Romeo,4637044,254866,https://www.last.fm/music/JME
Donny Osmond,1205297,54846,https://www.last.fm/music/Asian+Glow
Tomberlin,1760652,71917,https://www.last.fm/music/Luke+Chiang
Portwave,6889444,372233,https://www.last.fm/music/John+Prine
Orelsan,24951361,774768,https://www.last.fm/music/Senses+Fail
yatashigang,972983,169473,https://www.last.fm/music/Booker+T.+&+The+M.G.%27s
IAMX,1932399,80159,https://www.last.fm/music/TVXQ%21
Meitei,2003672,140524,https://www.last.fm/music/Stephanie+Beatriz
slushii,19177205,889416,https://www.last.fm/music/The+Walkmen
Chrome Sparks,12418638,80897,https://www.last.fm/music/PNL
Franz Gordon,1871119,152298,https://www.last.fm/music/Linda+Perhacs
Alvaro Diaz,15987092,340316,https://www.last.fm/music/Electric+Wizard
Shallou,2329990,67198,https://www.last.fm/music/LiNikEr
Seekae,138535,18563,https://www.last.fm/music/Pablo+Pesadilla
Joey Purp,20518670,1143620,https://www.last.fm/music/Moloko
Barry Manilow,2414766,101769,https://www.last.fm/music/Panucci%27s+Pizza
Babasónicos,2865355,143744,https://www.last.fm/music/Stella+Donnelly
De La Ghetto,693829,47596,https://www.last.fm/music/JBee
TRUE DAMAGE,9805171,480207,https://www.last.fm/music/Billy+Bragg
Redman,3277451,110018,https://www.last.fm/music/Free+Throw
SPOTEMGOTTEM,33977841,1015184,https://www.last.fm/music/Motion+City+Soundtrack
AronChupa,2307814,225140,https://www.last.fm/music/Luiz+Bonf%C3%A1
Michelle Branch,4901040,104132,https://www.last.fm/music/A.C.E
Chloe Adams,2876880,149342,https://www.last.fm/music/Hatchie
Oxxxymiron,2620123,176325,https://www.last.fm/music/Leon+Vynehall
Adolescent's Orquesta,3215707,74242,https://www.last.fm/music/Natanael+Cano
Tristam,5096442,598781,https://www.last.fm/music/The+Guess+Who
D.O.D,470441,40441,https://www.last.fm/music/waveform%2A
The Wallflowers,9513711,135182,https://www.last.fm/music/Counterparts
Kelly Lee Owens,6328614,522707,https://www.last.fm/music/Joe+Jackson
Darkthrone,22962027,232144,https://www.last.fm/music/Fresno
LIGHTSUM,1820313,139418,https://www.last.fm/music/Justin+Quiles
ZOLITA,4514254,268422,https://www.last.fm/music/Porches
Angelo Badalamenti,2929780,307240,https://www.last.fm/music/The+Strumbellas
Alex & Sierra,2663185,136542,https://www.last.fm/music/Taron+Egerton
Orange Caramel,1408060,183149,https://www.last.fm/music/Brenton+Wood
TERROR REID,3803038,136239,https://www.last.fm/music/Snail%27s+house
Egg,298117,43117,https://www.last.fm/music/4Wheel
Sea Girls,2305198,222406,https://www.last.fm/music/Cosmo%27s+Midnight
FloFilz,3627301,75771,https://www.last.fm/music/OnlyOneOf
Rio Da Yung Og,26159804,612221,https://www.last.fm/music/Autechre
SadEyeS,18204114,351903,https://www.last.fm/music/Alestorm
This Mortal Coil,7787266,243845,https://www.last.fm/music/Tiago+Iorc
Jay Som,2888142,200454,https://www.last.fm/music/Blue+Hawaii
SAD FROSTY,1671611,93479,https://www.last.fm/music/MIYAVI
zmeyev,1768025,210084,https://www.last.fm/music/StaySolidRocky
Bowery Electric,1149245,93262,https://www.last.fm/music/Brick+%252B+Mortar
Mott the Hoople,2546917,285363,https://www.last.fm/music/bluntone
Maro,5463330,521112,https://www.last.fm/music/Little+Big+Town
Vanessa Hudgens,2558907,125992,https://www.last.fm/music/Go_A
2WEI,7536859,247021,https://www.last.fm/music/Natiruts
Yves V,1304423,140538,https://www.last.fm/music/S1mba
Shy Glizzy,2144424,338599,https://www.last.fm/music/Michael+Gray
K Camp,2231783,188964,https://www.last.fm/music/Mini+Mansions
Animals as Leaders,1095197,83513,https://www.last.fm/music/Lil+Boodang
Rich Amiri,991750,118565,https://www.last.fm/music/Razihel
Grace Jones,2017880,110878,https://www.last.fm/music/Shotgun+Willy
Friday Pilots Club,2037116,104643,https://www.last.fm/music/Goose+house
MJ Lenderman,3144329,556762,https://www.last.fm/music/Ram+Jam
Kristin Chenoweth,15140576,560027,https://www.last.fm/music/Boyce+Avenue
Finch,4836174,307378,https://www.last.fm/music/Cibo+Matto
Julian Casablancas,11579993,718881,https://www.last.fm/music/Quantic
Taeyang,2333429,239198,https://www.last.fm/music/Wrabel
Oklou,3542435,181338,https://www.last.fm/music/Weval
Mando Diao,3257960,170982,https://www.last.fm/music/Tiny+Meat+Gang
Shame,2263687,280511,https://www.last.fm/music/Gilbert+O%27Sullivan
Alison Wonderland,10002613,270954,https://www.last.fm/music/Motorama
Alan Menken,9422647,542251,https://www.last.fm/music/Dario+Marianelli
Hugel,654498,51264,https://www.last.fm/music/my%21lane
They.,6521716,132619,https://www.last.fm/music/Karol+Conk%C3%A1
Tourist,3512181,100534,https://www.last.fm/music/Hail+the+Sun
Darius,6480200,401584,https://www.last.fm/music/San+Cisco
Arty,4367082,568842,https://www.last.fm/music/Harry+Belafonte
Khalil?,3133999,290415,https://www.last.fm/music/Lost+Kings
Ludwig Goransson,3249256,271551,https://www.last.fm/music/CFCF
The Black Angels,101218,16160,https://www.last.fm/music/Choi+Yoojung
Lewis OfMan,4066030,573373,https://www.last.fm/music/Eddie+Money
Fuel,7875915,221949,https://www.last.fm/music/Crown+the+Empire
Masayuki Suzuki,14629823,412354,https://www.last.fm/music/Russian+Circles
Paula Abdul,3921191,357128,https://www.last.fm/music/Rachel+Platten
Dept,506342,71018,https://www.last.fm/music/Cathedral+Bells
Elijah Lee,674520,86970,https://www.last.fm/music/Dev+Lemons
Gigi,1326674,96831,https://www.last.fm/music/A1+x+J1
Calpurnia,2570906,488513,https://www.last.fm/music/Kardinal+Offishall
Keala Settle,1326046,130895,https://www.last.fm/music/Wild+Rivers
David Byrne,1080649,93968,https://www.last.fm/music/Lil+Candy+Paint
Jack Kays,2034913,97531,https://www.last.fm/music/Khea
David Gray,2399136,232202,https://www.last.fm/music/BlasterJaxx
Amies,294993,29474,https://www.last.fm/music/Kweller
leavv,10096626,813357,https://www.last.fm/music/Toby+Keith
Amalee,532774,36624,https://www.last.fm/music/Nina+Chuba
Cursive,28081174,715167,https://www.last.fm/music/Saosin
Rayland Baxter,2441001,82203,https://www.last.fm/music/Holding+Absence
Mista Playa,14864777,875048,https://www.last.fm/music/Thelonious+Monk
10 Years,2510931,190063,https://www.last.fm/music/Daphni
Neko Case,393973,43655,https://www.last.fm/music/Sadfriendd
BabyJake,13227944,726154,https://www.last.fm/music/Emeli+Sand%C3%A9
Fazerdaze,7802914,972115,https://www.last.fm/music/Eagle-Eye+Cherry
Huddy,6745171,731226,https://www.last.fm/music/Jerry+Lee+Lewis
Charly García,1423059,92442,https://www.last.fm/music/PRISTIN+V
WJSN Chocome,1004480,63219,https://www.last.fm/music/WonWoo
José Feliciano,32695064,890734,https://www.last.fm/music/All+That+Remains
Ferrugem,16474401,660377,https://www.last.fm/music/Breathe+Carolina
Jonathan Richman,3854724,173931,https://www.last.fm/music/Carla+Morrison
The Simps,2734492,250302,https://www.last.fm/music/Rebecca+Black
yosuf,2031516,98137,https://www.last.fm/music/Survive+Said+The+Prophet
Ruby Haunt,4098846,300536,https://www.last.fm/music/V%C3%A9rit%C3%A9
Matilda Mann,3502317,223385,https://www.last.fm/music/Vicente+Fern%C3%A1ndez
Ten Years After,3310634,98019,https://www.last.fm/music/Frank+Iero
Kara,3922670,825932,https://www.last.fm/music/MC+Hammer
Glimlip,2696689,126281,https://www.last.fm/music/Lucy
Blue Stahli,18473975,677277,https://www.last.fm/music/Dirty+Projectors
Omah Lay,5806800,643234,https://www.last.fm/music/Paris+Hilton
young friend,4359281,264687,https://www.last.fm/music/Andy+Shauf
Runnner,2142409,132077,https://www.last.fm/music/Pixote
Zeca Pagodinho,13999613,614878,https://www.last.fm/music/Captain+Beefheart+&+His+Magic+Band
Sugar Candy Mountain,1439779,141455,https://www.last.fm/music/Grady
Snap!,30216099,633010,https://www.last.fm/music/McFly
Juan Gabriel,1083200,106837,https://www.last.fm/music/Jordy
blackwinterwells,779389,119419,https://www.last.fm/music/nothingtosay
Nekfeu,4160207,232207,https://www.last.fm/music/Griz
The Everly Brothers,2545395,75100,https://www.last.fm/music/ben&ben
Matt Champion,1352945,129467,https://www.last.fm/music/Los+Abuelos+de+la+Nada
P.T. Adamczyk,3324474,99623,https://www.last.fm/music/LXST+CXNTURY
Waxahatchee,27548269,1574774,https://www.last.fm/music/The+Ting+Tings
Barão Vermelho,1082846,188569,https://www.last.fm/music/iamalex
Alcione,6106851,337877,https://www.last.fm/music/Mecano
Jurassic 5,655970,96247,https://www.last.fm/music/RICEWINE
Mndsgn,5031211,357549,https://www.last.fm/music/Tritonal
Finding hope,1102570,112823,https://www.last.fm/music/Vista+Kicks
Rich Gang,2353317,88967,https://www.last.fm/music/the+peggies
Blackway,969223,65721,https://www.last.fm/music/Rochelle+Jordan
Archive,14728496,493379,https://www.last.fm/music/H%C3%BCsker+D%C3%BC
Hanson,1179679,101166,https://www.last.fm/music/The+Cleaners+From+Venus
Clarence Clarity,2207487,84966,https://www.last.fm/music/Christian+Nodal
The Chords,7286301,864316,https://www.last.fm/music/Dinah+Washington
Dwayne Johnson,3663339,360032,https://www.last.fm/music/JP+Cooper
Eluveitie,2142234,114336,https://www.last.fm/music/Promoting+Sounds
Dimmu Borgir,20489617,1151192,https://www.last.fm/music/Doves
Capital Inicial,9699792,701809,https://www.last.fm/music/Gipsy+Kings
Mark Knopfler,3466754,226723,https://www.last.fm/music/Alvaro+Soler
Zebrahead,4809661,477071,https://www.last.fm/music/Harvey+Danger
MC CH da Z.O,8223257,276351,https://www.last.fm/music/Balthazar
salami rose joe louis,2070893,240627,https://www.last.fm/music/Teedra+Moses
Veruca Salt,1772612,79214,https://www.last.fm/music/redzed
Adam Jensen,6758952,168774,https://www.last.fm/music/Real+Friends
Tabal,5390573,646938,https://www.last.fm/music/Dionne+Warwick
Zé Neto & Cristiano,2029165,229013,https://www.last.fm/music/jazzinuf
Unknown Brain,3680212,115588,https://www.last.fm/music/Armand+Hammer
Lola Marsh,2917317,209426,https://www.last.fm/music/Atlas
sundiver ca,1155460,58804,https://www.last.fm/music/HA+SUNG+WOON
Rodríguez,499293,42103,https://www.last.fm/music/tsubi+club
Armand van Helden,1816518,166682,https://www.last.fm/music/Hazel+English
Ocie Elliott,972758,141772,https://www.last.fm/music/llusion
Corey Hart,785990,90798,https://www.last.fm/music/Haley+Blais
Hopsin,23273835,298931,https://www.last.fm/music/Bathory
Scouting for Girls,139972,25746,https://www.last.fm/music/piri+&+tommy
Des Rocs,1763419,94807,https://www.last.fm/music/JT+Music
