name,duration,playcount,listeners,mbid,url,artist
Bad Habit,0,7983555,526255,,https://www.last.fm/music/Steve+Lacy/_/Bad+Habit,"{'name': 'Steve Lacy', 'mbid': 'ca9766a0-1c30-43e6-a213-bac1334efc4a', 'url': 'https://www.last.fm/music/Steve+Lacy'}"
As It Was,0,18572657,830412,,https://www.last.fm/music/Harry+Styles/_/As+It+Was,"{'name': 'Harry Styles', 'mbid': '', 'url': 'https://www.last.fm/music/Harry+Styles'}"
Unholy (feat. Kim Petras),0,2064704,249289,,https://www.last.fm/music/Sam+Smith/_/Unholy+(feat.+Kim+Petras),"{'name': 'Sam Smith', 'mbid': '5a85c140-dcf9-4dd2-b2c8-aff0471549f3', 'url': 'https://www.last.fm/music/Sam+Smith'}"
505,253,18865641,1335374,8dee0224-bcf9-4023-a805-9562bafd3450,https://www.last.fm/music/Arctic+Monkeys/_/505,"{'name': 'Arctic Monkeys', 'mbid': 'ada7a83c-e3e1-40f1-93f9-3e73dbc9298a', 'url': 'https://www.last.fm/music/Arctic+Monkeys'}"
Glimpse of Us,0,9436237,535482,,https://www.last.fm/music/Joji/_/Glimpse+of+Us,"{'name': 'Joji', 'mbid': '', 'url': 'https://www.last.fm/music/Joji'}"
Dark Red,0,11089363,735351,,https://www.last.fm/music/Steve+Lacy/_/Dark+Red,"{'name': 'Steve Lacy', 'mbid': 'ca9766a0-1c30-43e6-a213-bac1334efc4a', 'url': 'https://www.last.fm/music/Steve+Lacy'}"
Sweater Weather,240,17563823,1321584,7edd94f0-3add-48c7-b4ee-0b5300773792,https://www.last.fm/music/The+Neighbourhood/_/Sweater+Weather,"{'name': 'The Neighbourhood', 'mbid': '97b8d224-5660-419c-8dff-4b3bf0c33983', 'url': 'https://www.last.fm/music/The+Neighbourhood'}"
Pink + White,0,14766015,859521,,https://www.last.fm/music/Frank+Ocean/_/Pink+%252B+White,"{'name': 'Frank Ocean', 'mbid': 'e520459c-dff4-491d-a6e4-c97be35e0044', 'url': 'https://www.last.fm/music/Frank+Ocean'}"
Bound 2,229,10885685,853350,d823ad32-96ee-4ff0-9653-b99c4d39310a,https://www.last.fm/music/Kanye+West/_/Bound+2,"{'name': 'Kanye West', 'mbid': '164f0d73-1234-4e2c-8743-d77bf2191051', 'url': 'https://www.last.fm/music/Kanye+West'}"
Shut Down,0,5083813,200882,,https://www.last.fm/music/BLACKPINK/_/Shut+Down,"{'name': 'BLACKPINK', 'mbid': '', 'url': 'https://www.last.fm/music/BLACKPINK'}"
Die For You,0,8386854,638077,,https://www.last.fm/music/The+Weeknd/_/Die+For+You,"{'name': 'The Weeknd', 'mbid': 'c8b03190-306c-4120-bb0b-6f2ebfc06ea9', 'url': 'https://www.last.fm/music/The+Weeknd'}"
See You Again (feat. Kali Uchis),0,10956952,734229,,"https://www.last.fm/music/Tyler,+the+Creator/_/See+You+Again+(feat.+Kali+Uchis)","{'name': 'Tyler, the Creator', 'mbid': 'f6beac20-5dfe-4d1f-ae02-0b0a740aafd6', 'url': 'https://www.last.fm/music/Tyler,+the+Creator'}"
Pink Venom,0,9817755,268611,,https://www.last.fm/music/BLACKPINK/_/Pink+Venom,"{'name': 'BLACKPINK', 'mbid': '', 'url': 'https://www.last.fm/music/BLACKPINK'}"
The Less I Know the Better,0,16437194,1168561,,https://www.last.fm/music/Tame+Impala/_/The+Less+I+Know+the+Better,"{'name': 'Tame Impala', 'mbid': '63aa26c3-d59b-4da4-84ac-716b54f1ef4d', 'url': 'https://www.last.fm/music/Tame+Impala'}"
sUPeR fREAky gIrl,0,3728118,295186,,https://www.last.fm/music/Nicki+Minaj/_/sUPeR+fREAky+gIrl,"{'name': 'Nicki Minaj', 'mbid': '1036b808-f58c-4a3e-b461-a2c4492ecf1b', 'url': 'https://www.last.fm/music/Nicki+Minaj'}"
CUFF IT,0,3375968,292934,,https://www.last.fm/music/Beyonc%C3%A9/_/CUFF+IT,"{'name': 'Beyoncé', 'mbid': '859d0860-d480-4efd-970c-c05d5f1776b8', 'url': 'https://www.last.fm/music/Beyonc%C3%A9'}"
aUgUSt,0,13586305,516261,,https://www.last.fm/music/Taylor+Swift/_/aUgUSt,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
Stargirl Interlude,0,7286251,513897,,https://www.last.fm/music/The+Weeknd/_/Stargirl+Interlude,"{'name': 'The Weeknd', 'mbid': 'c8b03190-306c-4120-bb0b-6f2ebfc06ea9', 'url': 'https://www.last.fm/music/The+Weeknd'}"
I Wanna Be Yours,184,11036404,968858,a1ff202f-f271-4646-9aac-ba7c98e3a50c,https://www.last.fm/music/Arctic+Monkeys/_/I+Wanna+Be+Yours,"{'name': 'Arctic Monkeys', 'mbid': 'ada7a83c-e3e1-40f1-93f9-3e73dbc9298a', 'url': 'https://www.last.fm/music/Arctic+Monkeys'}"
Why'd You Only Call Me When You're High?,161,15043942,1232492,4c986184-424a-44bb-ad23-b6261f3d044f,https://www.last.fm/music/Arctic+Monkeys/_/Why%27d+You+Only+Call+Me+When+You%27re+High%3F,"{'name': 'Arctic Monkeys', 'mbid': 'ada7a83c-e3e1-40f1-93f9-3e73dbc9298a', 'url': 'https://www.last.fm/music/Arctic+Monkeys'}"
Late Night Talking,0,6149927,479613,,https://www.last.fm/music/Harry+Styles/_/Late+Night+Talking,"{'name': 'Harry Styles', 'mbid': '', 'url': 'https://www.last.fm/music/Harry+Styles'}"
Static,0,2553997,286631,,https://www.last.fm/music/Steve+Lacy/_/Static,"{'name': 'Steve Lacy', 'mbid': 'ca9766a0-1c30-43e6-a213-bac1334efc4a', 'url': 'https://www.last.fm/music/Steve+Lacy'}"
Do I Wanna Know?,272,21368128,1551630,f1e57531-e0df-4b3e-938f-1ae30c5b1a11,https://www.last.fm/music/Arctic+Monkeys/_/Do+I+Wanna+Know%3F,"{'name': 'Arctic Monkeys', 'mbid': 'ada7a83c-e3e1-40f1-93f9-3e73dbc9298a', 'url': 'https://www.last.fm/music/Arctic+Monkeys'}"
Apocalypse,0,8465540,624134,,https://www.last.fm/music/Cigarettes+After+Sex/_/Apocalypse,"{'name': 'Cigarettes After Sex', 'mbid': '34557d8f-ee4a-44ab-ae6e-49bb8ac604d0', 'url': 'https://www.last.fm/music/Cigarettes+After+Sex'}"
Flashing Lights,401,9627143,854264,345ebc54-2f7b-4566-8707-2ea928683753,https://www.last.fm/music/Kanye+West/_/Flashing+Lights,"{'name': 'Kanye West', 'mbid': '164f0d73-1234-4e2c-8743-d77bf2191051', 'url': 'https://www.last.fm/music/Kanye+West'}"
Blinding Lights,0,20045461,1159324,,https://www.last.fm/music/The+Weeknd/_/Blinding+Lights,"{'name': 'The Weeknd', 'mbid': 'c8b03190-306c-4120-bb0b-6f2ebfc06ea9', 'url': 'https://www.last.fm/music/The+Weeknd'}"
Slow dancing in the dark,0,12841256,764752,,https://www.last.fm/music/Joji/_/Slow+dancing+in+the+dark,"{'name': 'Joji', 'mbid': '', 'url': 'https://www.last.fm/music/Joji'}"
Ivy,0,13491338,773602,,https://www.last.fm/music/Frank+Ocean/_/Ivy,"{'name': 'Frank Ocean', 'mbid': 'e520459c-dff4-491d-a6e4-c97be35e0044', 'url': 'https://www.last.fm/music/Frank+Ocean'}"
carDIGan,0,14309436,576134,,https://www.last.fm/music/Taylor+Swift/_/carDIGan,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
nights,0,15092849,737558,,https://www.last.fm/music/Frank+Ocean/_/nights,"{'name': 'Frank Ocean', 'mbid': 'e520459c-dff4-491d-a6e4-c97be35e0044', 'url': 'https://www.last.fm/music/Frank+Ocean'}"
Father Stretch My Hands Pt. 1,0,10544403,688805,,https://www.last.fm/music/Kanye+West/_/Father+Stretch+My+Hands+Pt.+1,"{'name': 'Kanye West', 'mbid': '164f0d73-1234-4e2c-8743-d77bf2191051', 'url': 'https://www.last.fm/music/Kanye+West'}"
Lost,234,11281865,935399,fc739f6f-4e67-433c-a6c2-c97d6bef6034,https://www.last.fm/music/Frank+Ocean/_/Lost,"{'name': 'Frank Ocean', 'mbid': 'e520459c-dff4-491d-a6e4-c97be35e0044', 'url': 'https://www.last.fm/music/Frank+Ocean'}"
Money Trees,0,9496768,804184,,https://www.last.fm/music/Kendrick+Lamar/_/Money+Trees,"{'name': 'Kendrick Lamar', 'mbid': '381086ea-f511-4aba-bdf9-71c753dc5077', 'url': 'https://www.last.fm/music/Kendrick+Lamar'}"
Everybody Wants to Rule the World,250,10442974,1283653,e4b347be-ecb2-44ff-aaa8-3d4c517d7ea5,https://www.last.fm/music/Tears+for+Fears/_/Everybody+Wants+to+Rule+the+World,"{'name': 'Tears for Fears', 'mbid': '7c7f9c94-dee8-4903-892b-6cf44652e2de', 'url': 'https://www.last.fm/music/Tears+for+Fears'}"
Earfquake,0,12442837,821084,,"https://www.last.fm/music/Tyler,+the+Creator/_/Earfquake","{'name': 'Tyler, the Creator', 'mbid': 'f6beac20-5dfe-4d1f-ae02-0b0a740aafd6', 'url': 'https://www.last.fm/music/Tyler,+the+Creator'}"
No Surprises,0,18376718,1773272,980a426e-623e-4ea5-98c7-008d037a0508,https://www.last.fm/music/Radiohead/_/No+Surprises,"{'name': 'Radiohead', 'mbid': 'a74b1b7f-71a5-4011-9441-d0b5e4122711', 'url': 'https://www.last.fm/music/Radiohead'}"
Redbone,0,11271683,927668,,https://www.last.fm/music/Childish+Gambino/_/Redbone,"{'name': 'Childish Gambino', 'mbid': '7fb57fba-a6ef-44c2-abab-2fa3bdee607e', 'url': 'https://www.last.fm/music/Childish+Gambino'}"
Starboy,0,10445570,929261,,https://www.last.fm/music/The+Weeknd/_/Starboy,"{'name': 'The Weeknd', 'mbid': 'c8b03190-306c-4120-bb0b-6f2ebfc06ea9', 'url': 'https://www.last.fm/music/The+Weeknd'}"
Space Song,0,10854465,806333,,https://www.last.fm/music/Beach+House/_/Space+Song,"{'name': 'Beach House', 'mbid': 'd5cc67b8-1cc4-453b-96e8-44487acdebea', 'url': 'https://www.last.fm/music/Beach+House'}"
Happier Than Ever,0,12182828,633106,,https://www.last.fm/music/Billie+Eilish/_/Happier+Than+Ever,"{'name': 'Billie Eilish', 'mbid': '', 'url': 'https://www.last.fm/music/Billie+Eilish'}"
We Fell In Love In October,0,6404746,602090,,https://www.last.fm/music/Girl+In+Red/_/We+Fell+In+Love+In+October,"{'name': 'Girl In Red', 'mbid': '', 'url': 'https://www.last.fm/music/Girl+In+Red'}"
N95,0,5389664,525289,,https://www.last.fm/music/Kendrick+Lamar/_/N95,"{'name': 'Kendrick Lamar', 'mbid': '381086ea-f511-4aba-bdf9-71c753dc5077', 'url': 'https://www.last.fm/music/Kendrick+Lamar'}"
NEW MAGIC WAND,0,9539804,653683,,"https://www.last.fm/music/Tyler,+the+Creator/_/NEW+MAGIC+WAND","{'name': 'Tyler, the Creator', 'mbid': 'f6beac20-5dfe-4d1f-ae02-0b0a740aafd6', 'url': 'https://www.last.fm/music/Tyler,+the+Creator'}"
Romantic Homicide,0,2684233,180064,,https://www.last.fm/music/d4vd/_/Romantic+Homicide,"{'name': 'd4vd', 'mbid': '', 'url': 'https://www.last.fm/music/d4vd'}"
Cruel Summer,0,11728832,456287,,https://www.last.fm/music/Taylor+Swift/_/Cruel+Summer,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
This Is Why,0,1000725,137810,,https://www.last.fm/music/Paramore/_/This+Is+Why,"{'name': 'Paramore', 'mbid': '728ea90d-279b-4201-a8c4-597830883150', 'url': 'https://www.last.fm/music/Paramore'}"
Blank Space,231,13107179,841131,c3fe7791-0a91-4f0a-a89b-b056f38d3cde,https://www.last.fm/music/Taylor+Swift/_/Blank+Space,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
Lovers Rock,213,7186732,504787,697eea7f-0067-496c-bc50-2921538e2cc4,https://www.last.fm/music/TV+Girl/_/Lovers+Rock,"{'name': 'TV Girl', 'mbid': '38f0c7ac-46eb-49ca-b3ab-c785ccd05a60', 'url': 'https://www.last.fm/music/TV+Girl'}"
Style,231,12027992,635344,4459f042-afff-4fa3-b5e5-e10d9782992d,https://www.last.fm/music/Taylor+Swift/_/Style,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
Don’t Blame Me,0,7463169,428386,,https://www.last.fm/music/Taylor+Swift/_/Don%E2%80%99t+Blame+Me,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),0,7983555,526255,,https://www.last.fm/music/Steve+Lacy/_/Bad+Habit,"{'name': 'Steve Lacy', 'mbid': 'ca9766a0-1c30-43e6-a213-bac1334efc4a', 'url': 'https://www.last.fm/music/Steve+Lacy'}"
Creep,0,18572657,830412,,https://www.last.fm/music/Harry+Styles/_/As+It+Was,"{'name': 'Harry Styles', 'mbid': '', 'url': 'https://www.last.fm/music/Harry+Styles'}"
after like,0,2064704,249289,,https://www.last.fm/music/Sam+Smith/_/Unholy+(feat.+Kim+Petras),"{'name': 'Sam Smith', 'mbid': '5a85c140-dcf9-4dd2-b2c8-aff0471549f3', 'url': 'https://www.last.fm/music/Sam+Smith'}"
Family Ties (with Kendrick Lamar),253,18865641,1335374,8dee0224-bcf9-4023-a805-9562bafd3450,https://www.last.fm/music/Arctic+Monkeys/_/505,"{'name': 'Arctic Monkeys', 'mbid': 'ada7a83c-e3e1-40f1-93f9-3e73dbc9298a', 'url': 'https://www.last.fm/music/Arctic+Monkeys'}"
Washing Machine Heart,0,9436237,535482,,https://www.last.fm/music/Joji/_/Glimpse+of+Us,"{'name': 'Joji', 'mbid': '', 'url': 'https://www.last.fm/music/Joji'}"
Heartless,0,11089363,735351,,https://www.last.fm/music/Steve+Lacy/_/Dark+Red,"{'name': 'Steve Lacy', 'mbid': 'ca9766a0-1c30-43e6-a213-bac1334efc4a', 'url': 'https://www.last.fm/music/Steve+Lacy'}"
Save Your Tears,240,17563823,1321584,7edd94f0-3add-48c7-b4ee-0b5300773792,https://www.last.fm/music/The+Neighbourhood/_/Sweater+Weather,"{'name': 'The Neighbourhood', 'mbid': '97b8d224-5660-419c-8dff-4b3bf0c33983', 'url': 'https://www.last.fm/music/The+Neighbourhood'}"
good 4 u,0,14766015,859521,,https://www.last.fm/music/Frank+Ocean/_/Pink+%252B+White,"{'name': 'Frank Ocean', 'mbid': 'e520459c-dff4-491d-a6e4-c97be35e0044', 'url': 'https://www.last.fm/music/Frank+Ocean'}"
Feel Good Inc.,229,10885685,853350,d823ad32-96ee-4ff0-9653-b99c4d39310a,https://www.last.fm/music/Kanye+West/_/Bound+2,"{'name': 'Kanye West', 'mbid': '164f0d73-1234-4e2c-8743-d77bf2191051', 'url': 'https://www.last.fm/music/Kanye+West'}"
Summertime Sadness,0,5083813,200882,,https://www.last.fm/music/BLACKPINK/_/Shut+Down,"{'name': 'BLACKPINK', 'mbid': '', 'url': 'https://www.last.fm/music/BLACKPINK'}"
Woman,0,8386854,638077,,https://www.last.fm/music/The+Weeknd/_/Die+For+You,"{'name': 'The Weeknd', 'mbid': 'c8b03190-306c-4120-bb0b-6f2ebfc06ea9', 'url': 'https://www.last.fm/music/The+Weeknd'}"
ALIEN SUPERSTAR,0,10956952,734229,,"https://www.last.fm/music/Tyler,+the+Creator/_/See+You+Again+(feat.+Kali+Uchis)","{'name': 'Tyler, the Creator', 'mbid': 'f6beac20-5dfe-4d1f-ae02-0b0a740aafd6', 'url': 'https://www.last.fm/music/Tyler,+the+Creator'}"
Heat Waves,0,9817755,268611,,https://www.last.fm/music/BLACKPINK/_/Pink+Venom,"{'name': 'BLACKPINK', 'mbid': '', 'url': 'https://www.last.fm/music/BLACKPINK'}"
Me and Your Mama,0,16437194,1168561,,https://www.last.fm/music/Tame+Impala/_/The+Less+I+Know+the+Better,"{'name': 'Tame Impala', 'mbid': '63aa26c3-d59b-4da4-84ac-716b54f1ef4d', 'url': 'https://www.last.fm/music/Tame+Impala'}"
Daddy Issues,0,3728118,295186,,https://www.last.fm/music/Nicki+Minaj/_/sUPeR+fREAky+gIrl,"{'name': 'Nicki Minaj', 'mbid': '1036b808-f58c-4a3e-b461-a2c4492ecf1b', 'url': 'https://www.last.fm/music/Nicki+Minaj'}"
I Wonder,0,3375968,292934,,https://www.last.fm/music/Beyonc%C3%A9/_/CUFF+IT,"{'name': 'Beyoncé', 'mbid': '859d0860-d480-4efd-970c-c05d5f1776b8', 'url': 'https://www.last.fm/music/Beyonc%C3%A9'}"
Attention,0,13586305,516261,,https://www.last.fm/music/Taylor+Swift/_/aUgUSt,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
Break My Soul,0,7286251,513897,,https://www.last.fm/music/The+Weeknd/_/Stargirl+Interlude,"{'name': 'The Weeknd', 'mbid': 'c8b03190-306c-4120-bb0b-6f2ebfc06ea9', 'url': 'https://www.last.fm/music/The+Weeknd'}"
Jimmy Cooks (feat. 21 Savage),184,11036404,968858,a1ff202f-f271-4646-9aac-ba7c98e3a50c,https://www.last.fm/music/Arctic+Monkeys/_/I+Wanna+Be+Yours,"{'name': 'Arctic Monkeys', 'mbid': 'ada7a83c-e3e1-40f1-93f9-3e73dbc9298a', 'url': 'https://www.last.fm/music/Arctic+Monkeys'}"
Kiss Me More (feat. SZA),161,15043942,1232492,4c986184-424a-44bb-ad23-b6261f3d044f,https://www.last.fm/music/Arctic+Monkeys/_/Why%27d+You+Only+Call+Me+When+You%27re+High%3F,"{'name': 'Arctic Monkeys', 'mbid': 'ada7a83c-e3e1-40f1-93f9-3e73dbc9298a', 'url': 'https://www.last.fm/music/Arctic+Monkeys'}"
Everlong,0,6149927,479613,,https://www.last.fm/music/Harry+Styles/_/Late+Night+Talking,"{'name': 'Harry Styles', 'mbid': '', 'url': 'https://www.last.fm/music/Harry+Styles'}"
Mr. Brightside,0,2553997,286631,,https://www.last.fm/music/Steve+Lacy/_/Static,"{'name': 'Steve Lacy', 'mbid': 'ca9766a0-1c30-43e6-a213-bac1334efc4a', 'url': 'https://www.last.fm/music/Steve+Lacy'}"
deja vu,272,21368128,1551630,f1e57531-e0df-4b3e-938f-1ae30c5b1a11,https://www.last.fm/music/Arctic+Monkeys/_/Do+I+Wanna+Know%3F,"{'name': 'Arctic Monkeys', 'mbid': 'ada7a83c-e3e1-40f1-93f9-3e73dbc9298a', 'url': 'https://www.last.fm/music/Arctic+Monkeys'}"
I'm Good (Blue),0,8465540,624134,,https://www.last.fm/music/Cigarettes+After+Sex/_/Apocalypse,"{'name': 'Cigarettes After Sex', 'mbid': '34557d8f-ee4a-44ab-ae6e-49bb8ac604d0', 'url': 'https://www.last.fm/music/Cigarettes+After+Sex'}"
The Hills,401,9627143,854264,345ebc54-2f7b-4566-8707-2ea928683753,https://www.last.fm/music/Kanye+West/_/Flashing+Lights,"{'name': 'Kanye West', 'mbid': '164f0d73-1234-4e2c-8743-d77bf2191051', 'url': 'https://www.last.fm/music/Kanye+West'}"
Alright,0,20045461,1159324,,https://www.last.fm/music/The+Weeknd/_/Blinding+Lights,"{'name': 'The Weeknd', 'mbid': 'c8b03190-306c-4120-bb0b-6f2ebfc06ea9', 'url': 'https://www.last.fm/music/The+Weeknd'}"
Yellow,0,12841256,764752,,https://www.last.fm/music/Joji/_/Slow+dancing+in+the+dark,"{'name': 'Joji', 'mbid': '', 'url': 'https://www.last.fm/music/Joji'}"
PRIDE.,0,13491338,773602,,https://www.last.fm/music/Frank+Ocean/_/Ivy,"{'name': 'Frank Ocean', 'mbid': 'e520459c-dff4-491d-a6e4-c97be35e0044', 'url': 'https://www.last.fm/music/Frank+Ocean'}"
Are We Still Friends?,0,14309436,576134,,https://www.last.fm/music/Taylor+Swift/_/carDIGan,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
White Ferrari,0,15092849,737558,,https://www.last.fm/music/Frank+Ocean/_/nights,"{'name': 'Frank Ocean', 'mbid': 'e520459c-dff4-491d-a6e4-c97be35e0044', 'url': 'https://www.last.fm/music/Frank+Ocean'}"
Motion Sickness,0,10544403,688805,,https://www.last.fm/music/Kanye+West/_/Father+Stretch+My+Hands+Pt.+1,"{'name': 'Kanye West', 'mbid': '164f0d73-1234-4e2c-8743-d77bf2191051', 'url': 'https://www.last.fm/music/Kanye+West'}"
No Role Modelz,234,11281865,935399,fc739f6f-4e67-433c-a6c2-c97d6bef6034,https://www.last.fm/music/Frank+Ocean/_/Lost,"{'name': 'Frank Ocean', 'mbid': 'e520459c-dff4-491d-a6e4-c97be35e0044', 'url': 'https://www.last.fm/music/Frank+Ocean'}"
Lover,0,9496768,804184,,https://www.last.fm/music/Kendrick+Lamar/_/Money+Trees,"{'name': 'Kendrick Lamar', 'mbid': '381086ea-f511-4aba-bdf9-71c753dc5077', 'url': 'https://www.last.fm/music/Kendrick+Lamar'}"
Sky,250,10442974,1283653,e4b347be-ecb2-44ff-aaa8-3d4c517d7ea5,https://www.last.fm/music/Tears+for+Fears/_/Everybody+Wants+to+Rule+the+World,"{'name': 'Tears for Fears', 'mbid': '7c7f9c94-dee8-4903-892b-6cf44652e2de', 'url': 'https://www.last.fm/music/Tears+for+Fears'}"
Doin' Time,0,18376718,1773272,980a426e-623e-4ea5-98c7-008d037a0508,https://www.last.fm/music/Radiohead/_/No+Surprises,"{'name': 'Radiohead', 'mbid': 'a74b1b7f-71a5-4011-9441-d0b5e4122711', 'url': 'https://www.last.fm/music/Radiohead'}"
hype boy,0,12442837,821084,,"https://www.last.fm/music/Tyler,+the+Creator/_/Earfquake","{'name': 'Tyler, the Creator', 'mbid': 'f6beac20-5dfe-4d1f-ae02-0b0a740aafd6', 'url': 'https://www.last.fm/music/Tyler,+the+Creator'}"
champagne problems,0,11271683,927668,,https://www.last.fm/music/Childish+Gambino/_/Redbone,"{'name': 'Childish Gambino', 'mbid': '7fb57fba-a6ef-44c2-abab-2fa3bdee607e', 'url': 'https://www.last.fm/music/Childish+Gambino'}"
There Is a Light That Never Goes Out - 2011 Remaster,0,10445570,929261,,https://www.last.fm/music/The+Weeknd/_/Starboy,"{'name': 'The Weeknd', 'mbid': 'c8b03190-306c-4120-bb0b-6f2ebfc06ea9', 'url': 'https://www.last.fm/music/The+Weeknd'}"
HUMBLE.,0,10854465,806333,,https://www.last.fm/music/Beach+House/_/Space+Song,"{'name': 'Beach House', 'mbid': 'd5cc67b8-1cc4-453b-96e8-44487acdebea', 'url': 'https://www.last.fm/music/Beach+House'}"
Misery Business,0,12182828,633106,,https://www.last.fm/music/Billie+Eilish/_/Happier+Than+Ever,"{'name': 'Billie Eilish', 'mbid': '', 'url': 'https://www.last.fm/music/Billie+Eilish'}"
Smells Like Teen Spirit,0,6404746,602090,,https://www.last.fm/music/Girl+In+Red/_/We+Fell+In+Love+In+October,"{'name': 'Girl In Red', 'mbid': '', 'url': 'https://www.last.fm/music/Girl+In+Red'}"
Devil In A New Dress,0,5389664,525289,,https://www.last.fm/music/Kendrick+Lamar/_/N95,"{'name': 'Kendrick Lamar', 'mbid': '381086ea-f511-4aba-bdf9-71c753dc5077', 'url': 'https://www.last.fm/music/Kendrick+Lamar'}"
Poland,0,9539804,653683,,"https://www.last.fm/music/Tyler,+the+Creator/_/NEW+MAGIC+WAND","{'name': 'Tyler, the Creator', 'mbid': 'f6beac20-5dfe-4d1f-ae02-0b0a740aafd6', 'url': 'https://www.last.fm/music/Tyler,+the+Creator'}"
Ni**as In Paris,0,2684233,180064,,https://www.last.fm/music/d4vd/_/Romantic+Homicide,"{'name': 'd4vd', 'mbid': '', 'url': 'https://www.last.fm/music/d4vd'}"
I Ain't Worried,0,1000725,137810,,https://www.last.fm/music/Paramore/_/This+Is+Why,"{'name': 'Paramore', 'mbid': '728ea90d-279b-4201-a8c4-597830883150', 'url': 'https://www.last.fm/music/Paramore'}"
Mary On A Cross,0,11728832,456287,,https://www.last.fm/music/Taylor+Swift/_/Cruel+Summer,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
Heaven Knows I'm Miserable Now - 2011 Remaster,231,13107179,841131,c3fe7791-0a91-4f0a-a89b-b056f38d3cde,https://www.last.fm/music/Taylor+Swift/_/Blank+Space,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
First Love / Late Spring,213,7186732,504787,697eea7f-0067-496c-bc50-2921538e2cc4,https://www.last.fm/music/TV+Girl/_/Lovers+Rock,"{'name': 'TV Girl', 'mbid': '38f0c7ac-46eb-49ca-b3ab-c785ccd05a60', 'url': 'https://www.last.fm/music/TV+Girl'}"
mIRrORbaLl,231,12027992,635344,4459f042-afff-4fa3-b5e5-e10d9782992d,https://www.last.fm/music/Taylor+Swift/_/Style,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
Call Out My Name,0,7463169,428386,,https://www.last.fm/music/Taylor+Swift/_/Don%E2%80%99t+Blame+Me,"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
DESPECHÁ,0,10263777,409155,,https://www.last.fm/music/Taylor+Swift/_/All+Too+Well+(10+Minute+Version)+(Taylor%27s+Version)+(From+The+Vault),"{'name': 'Taylor Swift', 'mbid': '20244d07-534f-4eff-b4d4-930878889970', 'url': 'https://www.last.fm/music/Taylor+Swift'}"
Brooklyn Baby,239,21600274,2209563,d11fcceb-dfc5-4d19-b45d-f4e8f6d3eaa6,https://www.last.fm/music/Radiohead/_/Creep,"{'name': 'Radiohead', 'mbid': 'a74b1b7f-71a5-4011-9441-d0b5e4122711', 'url': 'https://www.last.fm/music/Radiohead'}"
Ghost Town,0,4606031,171596,,https://www.last.fm/music/Ive/_/after+like,"{'name': 'Ive', 'mbid': '', 'url': 'https://www.last.fm/music/Ive'}"
STAR WALKIN' (League of Legends Worlds Anthem),0,8147106,455385,,https://www.last.fm/music/Baby+Keem/_/Family+Ties+(with+Kendrick+Lamar),"{'name': 'Baby Keem', 'mbid': '', 'url': 'https://www.last.fm/music/Baby+Keem'}"
Sparks,0,10088356,594765,,https://www.last.fm/music/Mitski/_/Washing+Machine+Heart,"{'name': 'Mitski', 'mbid': 'fa58cf24-0e44-421d-8519-8bf461dcfaa5', 'url': 'https://www.last.fm/music/Mitski'}"
Talk that Talk,209,12272624,1597633,a9c00a70-bbf1-4a19-be7e-bdb2d4daf456,https://www.last.fm/music/Kanye+West/_/Heartless,"{'name': 'Kanye West', 'mbid': '164f0d73-1234-4e2c-8743-d77bf2191051', 'url': 'https://www.last.fm/music/Kanye+West'}"
Need To Know,0,11232351,797106,,https://www.last.fm/music/The+Weeknd/_/Save+Your+Tears,"{'name': 'The Weeknd', 'mbid': 'c8b03190-306c-4120-bb0b-6f2ebfc06ea9', 'url': 'https://www.last.fm/music/The+Weeknd'}"
