name,duration,playcount,listeners,mbid,url,artist
Tú Me Dejaste De Querer,0,873884,105516,,https://www.last.fm/music/Bryson+Tiller/_/Outta+Time+(feat.+Drake),"{'name': 'Bryson Tiller', 'mbid': '', 'url': 'https://www.last.fm/music/Bryson+Tiller'}"
Paint Me Silver,213,3738454,643328,797ac191-c981-43c8-9620-c22cdb124bf7,https://www.last.fm/music/The+Flaming+Lips/_/Do+You+Realize%3F%3F,"{'name': 'The Flaming Lips', 'mbid': '1f43d76f-8edf-44f6-aaf1-b65f05ad9402', 'url': 'https://www.last.fm/music/The+Flaming+Lips'}"
Places We Won't Walk,0,495877,81198,,https://www.last.fm/music/Paramore/_/Monster+-+Transformers+Soundtrack+Version,"{'name': 'Paramore', 'mbid': '728ea90d-279b-4201-a8c4-597830883150', 'url': 'https://www.last.fm/music/Paramore'}"
Would?,315,3408794,600634,d75cb140-b149-45b2-9f99-d874d79fc7f8,https://www.last.fm/music/Stone+Temple+Pilots/_/Plush,"{'name': 'Stone Temple Pilots', 'mbid': '8c32bb01-58a3-453b-8050-8c0620edb0e5', 'url': 'https://www.last.fm/music/Stone+Temple+Pilots'}"
I Exist I Exist I Exist,0,184891,35093,,https://www.last.fm/music/DAY6/_/You+Were+Beautiful,"{'name': 'DAY6', 'mbid': '', 'url': 'https://www.last.fm/music/DAY6'}"
Sneakin’,0,2113091,109752,,https://www.last.fm/music/Agust+D/_/Tony+Montana,"{'name': 'Agust D', 'mbid': '', 'url': 'https://www.last.fm/music/Agust+D'}"
In For It,90,1131103,331267,3cc0a75e-8b6c-4684-8362-aaab39a42cdd,https://www.last.fm/music/Snoop+Dogg/_/Beautiful,"{'name': 'Snoop Dogg', 'mbid': 'f90e8b26-9e52-4669-a5c9-e28529c47894', 'url': 'https://www.last.fm/music/Snoop+Dogg'}"
You Could Be Mine,0,3744122,579086,,https://www.last.fm/music/Daft+Punk/_/Doin%27+It+Right+(feat.+Panda+Bear),"{'name': 'Daft Punk', 'mbid': '056e4f3e-d505-4dad-8ec1-d04f521cbb56', 'url': 'https://www.last.fm/music/Daft+Punk'}"
I Hope to Be Around,333,2245868,349867,d180f484-2440-4fb8-96e9-377a2d854edc,https://www.last.fm/music/My+Bloody+Valentine/_/What+You+Want,"{'name': 'My Bloody Valentine', 'mbid': '8ca01f46-53ac-4af2-8516-55a909c0905e', 'url': 'https://www.last.fm/music/My+Bloody+Valentine'}"
No Shame,0,1078447,88712,,https://www.last.fm/music/Twenty+One+Pilots/_/Mulberry+Street,"{'name': 'Twenty One Pilots', 'mbid': 'a6c6897a-7415-4f8d-b5a5-3a5e05f3be67', 'url': 'https://www.last.fm/music/Twenty+One+Pilots'}"
Heavy (feat. Kiiara),0,59583,15533,,https://www.last.fm/music/Madonna/_/Hung+Up+on+Tokischa,"{'name': 'Madonna', 'mbid': '79239441-bfd5-4981-a70c-55c3f15c1287', 'url': 'https://www.last.fm/music/Madonna'}"
Cold Blooded,0,1788239,229812,,https://www.last.fm/music/Halsey/_/Castle,"{'name': 'Halsey', 'mbid': '', 'url': 'https://www.last.fm/music/Halsey'}"
Check Yo Self - Remix,0,762846,103957,,https://www.last.fm/music/Alex+G/_/Gretel,"{'name': 'Alex G', 'mbid': 'b9e306aa-5f93-4f50-9dd1-335526e33c1a', 'url': 'https://www.last.fm/music/Alex+G'}"
Addicted to You,0,527205,101062,,https://www.last.fm/music/New+Order/_/Leave+Me+Alone+-+2015+Remaster,"{'name': 'New Order', 'mbid': 'f1106b17-dcbb-45f6-b938-199ccfab50cc', 'url': 'https://www.last.fm/music/New+Order'}"
Lost in Hollywood,0,1282300,74298,,https://www.last.fm/music/STRAY+KIDS/_/Christmas+EveL,"{'name': 'STRAY KIDS', 'mbid': '', 'url': 'https://www.last.fm/music/STRAY+KIDS'}"
SUNRISE,0,1004964,105338,,https://www.last.fm/music/Conan+Gray/_/Affluenza,"{'name': 'Conan Gray', 'mbid': '', 'url': 'https://www.last.fm/music/Conan+Gray'}"
All Is Full of Love,0,480586,44225,,https://www.last.fm/music/Polim%C3%A1+Westcoast/_/ULTRA+SOLO,"{'name': 'Polimá Westcoast', 'mbid': '', 'url': 'https://www.last.fm/music/Polim%C3%A1+Westcoast'}"
Care For You,0,1030875,127033,,https://www.last.fm/music/The+1975/_/jesus+christ+2005+god+bless+america,"{'name': 'The 1975', 'mbid': '5b6ebfe0-f72b-4902-bba9-74c8af0f1af0', 'url': 'https://www.last.fm/music/The+1975'}"
Life Eternal,0,1691598,254072,,https://www.last.fm/music/Justin+Bieber/_/Company,"{'name': 'Justin Bieber', 'mbid': 'e0140a67-e4d1-4f13-8a01-364355bee46e', 'url': 'https://www.last.fm/music/Justin+Bieber'}"
The 7th Sense,0,1252679,187737,,https://www.last.fm/music/MGMT/_/She+Works+Out+Too+Much,"{'name': 'MGMT', 'mbid': 'c485632c-b784-4ee9-8ea1-c5fb365681fc', 'url': 'https://www.last.fm/music/MGMT'}"
Hun43rd,190,5381491,550221,a655a9d6-2438-4405-b72b-a74ad7f58249,https://www.last.fm/music/CHVRCHES/_/The+Mother+We+Share,"{'name': 'CHVRCHES', 'mbid': '6a93afbb-257f-4166-b389-9f2a1e5c5df8', 'url': 'https://www.last.fm/music/CHVRCHES'}"
Twin Fantasy (Those Boys),328,1202648,298908,8f02782e-d490-4ee3-aadb-a857d99c15fa,https://www.last.fm/music/Donovan/_/Season+of+the+Witch,"{'name': 'Donovan', 'mbid': 'd03a507f-4b3f-4188-8635-52ef78338e23', 'url': 'https://www.last.fm/music/Donovan'}"
Come Here,0,612277,61683,,https://www.last.fm/music/yeat/_/Rollin,"{'name': 'yeat', 'mbid': '', 'url': 'https://www.last.fm/music/yeat'}"
うずまき,0,612569,72258,,https://www.last.fm/music/Caroline+Polachek/_/Billions,"{'name': 'Caroline Polachek', 'mbid': '', 'url': 'https://www.last.fm/music/Caroline+Polachek'}"
Liar,0,446621,92589,,https://www.last.fm/music/Tierra+Whack/_/Hookers,"{'name': 'Tierra Whack', 'mbid': '', 'url': 'https://www.last.fm/music/Tierra+Whack'}"
Can We Kiss Forever?,61,2276588,338597,f513057d-d42a-4560-9b83-b6f1a61455bb,https://www.last.fm/music/My+Chemical+Romance/_/Interlude,"{'name': 'My Chemical Romance', 'mbid': 'c07f0676-9143-4217-8a9f-4c26bd636f13', 'url': 'https://www.last.fm/music/My+Chemical+Romance'}"
CASIO,0,469196,83927,,https://www.last.fm/music/Lizzy+McAlpine/_/To+the+Mountains,"{'name': 'Lizzy McAlpine', 'mbid': '', 'url': 'https://www.last.fm/music/Lizzy+McAlpine'}"
Zanzibar,0,249516,26683,,https://www.last.fm/music/Electric+Callboy/_/We+Got+the+Moves,"{'name': 'Electric Callboy', 'mbid': '', 'url': 'https://www.last.fm/music/Electric+Callboy'}"
Pink Funeral,0,235512,86079,,https://www.last.fm/music/Lipps+Inc./_/Funkytown+-+Single+Version,"{'name': 'Lipps Inc.', 'mbid': '', 'url': 'https://www.last.fm/music/Lipps+Inc.'}"
Strokes,327,733379,88783,d4930a47-7631-4002-a4d6-ba97ca505bd8,https://www.last.fm/music/Marie+Madeleine/_/Swimming+Pool,"{'name': 'Marie Madeleine', 'mbid': '9b4cc54d-5d00-462f-90e8-3c3b8ad70e91', 'url': 'https://www.last.fm/music/Marie+Madeleine'}"
Roller Coaster,412,3850747,473689,c18359d0-0648-4378-91f4-96291493c54b,https://www.last.fm/music/Neutral+Milk+Hotel/_/Oh+Comely,"{'name': 'Neutral Milk Hotel', 'mbid': 'a506f761-2c22-4b2f-8a94-bd748c2c8f75', 'url': 'https://www.last.fm/music/Neutral+Milk+Hotel'}"
Doom,0,357320,78984,,https://www.last.fm/music/The+Black+Keys/_/Wild+child,"{'name': 'The Black Keys', 'mbid': 'd15721d8-56b4-453d-b506-fc915b14cba2', 'url': 'https://www.last.fm/music/The+Black+Keys'}"
Oh Yeah,0,78353,13944,,https://www.last.fm/music/Djo/_/Slither,"{'name': 'Djo', 'mbid': '46207881-6a12-4872-b9b4-8cb80f979f47', 'url': 'https://www.last.fm/music/Djo'}"
By Your Side,0,24880,15458,,https://www.last.fm/music/Pink+Floyd/_/Pigs+On+The+Wing+1+-+2018+Remix,"{'name': 'Pink Floyd', 'mbid': '83d91898-7763-47d7-b03b-b92132375c47', 'url': 'https://www.last.fm/music/Pink+Floyd'}"
SOARIN,0,623485,85973,,https://www.last.fm/music/Luude/_/Down+Under+(feat.+Colin+Hay),"{'name': 'Luude', 'mbid': '', 'url': 'https://www.last.fm/music/Luude'}"
Mountain Sound,0,73228,14073,,https://www.last.fm/music/Djo/_/Go+For+It,"{'name': 'Djo', 'mbid': '46207881-6a12-4872-b9b4-8cb80f979f47', 'url': 'https://www.last.fm/music/Djo'}"
Floral & Fading,0,2641911,373547,,https://www.last.fm/music/Kygo/_/Firestone,"{'name': 'Kygo', 'mbid': 'ba0e7638-0cd6-4ff4-8987-c3e224d22c23', 'url': 'https://www.last.fm/music/Kygo'}"
I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),0,1120295,158493,,https://www.last.fm/music/R%C5%AEDE/_/Eternal+Youth,"{'name': 'RŮDE', 'mbid': '', 'url': 'https://www.last.fm/music/R%C5%AEDE'}"
Only Girl,0,1023028,134954,,https://www.last.fm/music/BROCKHAMPTON/_/chain+on+(feat.+JPEGMAFIA),"{'name': 'BROCKHAMPTON', 'mbid': '', 'url': 'https://www.last.fm/music/BROCKHAMPTON'}"
Vou Morrer Sozinho,0,1314037,120657,,https://www.last.fm/music/Pop+Smoke/_/Something+Special,"{'name': 'Pop Smoke', 'mbid': '', 'url': 'https://www.last.fm/music/Pop+Smoke'}"
"So Alright, Cool, Whatever",0,681188,78419,,https://www.last.fm/music/Summer+Walker/_/Just+Might+(with+PARTYNEXTDOOR),"{'name': 'Summer Walker', 'mbid': '', 'url': 'https://www.last.fm/music/Summer+Walker'}"
Goodbye Horses,0,1083407,90881,,https://www.last.fm/music/Lemon+Demon/_/Cabinet+Man,"{'name': 'Lemon Demon', 'mbid': '6b014cfd-4927-4187-a741-715998e6d785', 'url': 'https://www.last.fm/music/Lemon+Demon'}"
Moves Like Jagger,0,1435971,204011,,"https://www.last.fm/music/Dan+%252B+Shay/_/10,000+Hours+(with+Justin+Bieber)","{'name': 'Dan + Shay', 'mbid': '6a2d48d4-25c0-483d-b135-680af589a4ae', 'url': 'https://www.last.fm/music/Dan+%252B+Shay'}"
Soren,0,1051942,139796,,https://www.last.fm/music/xxxtentacion/_/gOInG+dOwN%21,"{'name': 'xxxtentacion', 'mbid': '', 'url': 'https://www.last.fm/music/xxxtentacion'}"
Ridin' Solo,0,425682,105158,,https://www.last.fm/music/Alex+Gaudino/_/Destination+Calabria+-+Radio+Edit,"{'name': 'Alex Gaudino', 'mbid': '836d43ae-5086-4f45-9e23-b02edca37653', 'url': 'https://www.last.fm/music/Alex+Gaudino'}"
There For You,188,4791607,543471,dd86c6c0-aefb-4cd1-a4d7-3843d5efc902,https://www.last.fm/music/Bon+Iver/_/Towers,"{'name': 'Bon Iver', 'mbid': '437a0e49-c6ae-42f6-a6c1-84f25ed366bc', 'url': 'https://www.last.fm/music/Bon+Iver'}"
24/7=heaven,185,1658401,212693,fa00b670-40cf-4c0b-9b21-f99f6070dcfc,https://www.last.fm/music/King+Krule/_/Border+Line,"{'name': 'King Krule', 'mbid': 'c0daae21-ec2a-4dd0-a323-4f53f5945d04', 'url': 'https://www.last.fm/music/King+Krule'}"
Doses & Mimosas,0,1261968,107604,,https://www.last.fm/music/The+Kid+LAROI/_/TRAGIC+(feat.+Youngboy+Never+Broke+Again+&+Internet+Money),"{'name': 'The Kid LAROI', 'mbid': '', 'url': 'https://www.last.fm/music/The+Kid+LAROI'}"
The World Has Turned and Left Me Here,0,1039203,148117,,https://www.last.fm/music/Little+Mix/_/Secret+Love+Song+(feat.+Jason+Derulo),"{'name': 'Little Mix', 'mbid': '38f59974-2f4d-4bfa-b2e3-d2696de1b675', 'url': 'https://www.last.fm/music/Little+Mix'}"
swgskool,0,1340759,145968,,https://www.last.fm/music/slowthai/_/feel+away+(feat.+James+Blake+&+Mount+Kimbie),"{'name': 'slowthai', 'mbid': '', 'url': 'https://www.last.fm/music/slowthai'}"
Perfectly Not Close To Me (ft. Yves Tumor),0,371826,92017,,https://www.last.fm/music/Thundercat/_/Overseas,"{'name': 'Thundercat', 'mbid': '044fd265-79dd-43eb-afc4-8b20becf7e17', 'url': 'https://www.last.fm/music/Thundercat'}"
Mr. Crowley,217,1374441,263125,989d6d12-3dd9-4411-98e2-7506e2833710,https://www.last.fm/music/Carpenters/_/(They+Long+to+Be)+Close+to+You,"{'name': 'Carpenters', 'mbid': '4580d83b-093e-4241-91fb-2dd71f5f1f3f', 'url': 'https://www.last.fm/music/Carpenters'}"
Audubon,0,819669,131725,,https://www.last.fm/music/Angel+Olsen/_/Spring,"{'name': 'Angel Olsen', 'mbid': '185527bf-c293-4c24-8213-ed98fb8976be', 'url': 'https://www.last.fm/music/Angel+Olsen'}"
Haggstrom,0,635679,76228,,https://www.last.fm/music/Turnstile/_/DON%27T+PLAY,"{'name': 'Turnstile', 'mbid': '7b748dac-f5ce-45a7-9b95-c1d8b5b013ed', 'url': 'https://www.last.fm/music/Turnstile'}"
Blank Condolences,0,1073054,142746,,https://www.last.fm/music/mxmtoon/_/Fever+Dream,"{'name': 'mxmtoon', 'mbid': '', 'url': 'https://www.last.fm/music/mxmtoon'}"
Wicked Games - Original,0,502426,62868,,https://www.last.fm/music/Ben+Reilly/_/Maytag+(Tax+Free),"{'name': 'Ben Reilly', 'mbid': '', 'url': 'https://www.last.fm/music/Ben+Reilly'}"
Turks (with Gunna & ft. Travis Scott),0,365210,61155,,https://www.last.fm/music/Paramore/_/Tell+Me+It%27s+Okay+-+Demo,"{'name': 'Paramore', 'mbid': '728ea90d-279b-4201-a8c4-597830883150', 'url': 'https://www.last.fm/music/Paramore'}"
So They Say,0,31975,12387,,https://www.last.fm/music/Milky+Chance/_/Troubled+Man,"{'name': 'Milky Chance', 'mbid': '6d230d98-fb8d-4421-a6e8-daca4e55d53e', 'url': 'https://www.last.fm/music/Milky+Chance'}"
You Never Can Tell,0,578715,119729,,https://www.last.fm/music/Busta+Rhymes/_/I+Know+What+You+Want+(feat.+Flipmode+Squad),"{'name': 'Busta Rhymes', 'mbid': '10a9ff92-9637-4498-afea-7044b2ab0dc0', 'url': 'https://www.last.fm/music/Busta+Rhymes'}"
Sunglasses at Night,0,1374794,148290,,https://www.last.fm/music/Gojira/_/Silvera,"{'name': 'Gojira', 'mbid': '1c5efd53-d6b6-4d63-9d22-a15025cf5f07', 'url': 'https://www.last.fm/music/Gojira'}"
"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",113,761915,121734,c834cf4b-2df1-451c-8240-c28ab8662cde,https://www.last.fm/music/Mac+Miller/_/Inside+Outside,"{'name': 'Mac Miller', 'mbid': 'a0e8a1b1-5f8f-475a-a253-17415c17d0ff', 'url': 'https://www.last.fm/music/Mac+Miller'}"
Player of Games,0,714118,79679,,https://www.last.fm/music/GFRIEND/_/Me+Gustas+Tu,"{'name': 'GFRIEND', 'mbid': '', 'url': 'https://www.last.fm/music/GFRIEND'}"
Such Great Heights - Remastered,0,441918,68899,,https://www.last.fm/music/The+Weeknd/_/The+Morning+-+Original,"{'name': 'The Weeknd', 'mbid': 'c8b03190-306c-4120-bb0b-6f2ebfc06ea9', 'url': 'https://www.last.fm/music/The+Weeknd'}"
Serenade of Water,0,2609294,102239,,https://www.last.fm/music/Manu+Gavassi/_/Deve+Ser+Horr%C3%ADvel+Dormir+Sem+Mim,"{'name': 'Manu Gavassi', 'mbid': 'ec09ccd3-a20f-4033-846b-5c42fc6d4dc9', 'url': 'https://www.last.fm/music/Manu+Gavassi'}"
Holy Terrain,0,1173643,144953,,https://www.last.fm/music/Kehlani/_/Toxic,"{'name': 'Kehlani', 'mbid': '', 'url': 'https://www.last.fm/music/Kehlani'}"
"Hey Look Ma, I Made It",415,1901280,291790,77089969-ee61-4f35-8034-32df10712246,https://www.last.fm/music/Built+to+Spill/_/Carry+the+Zero,"{'name': 'Built to Spill', 'mbid': '3ac482b8-1494-4071-a0e9-f192f9d2c2b0', 'url': 'https://www.last.fm/music/Built+to+Spill'}"
The Zone,0,879383,106736,,https://www.last.fm/music/J.+Cole/_/h+u+n+g+e+r+.+o+n+.+h+i+l+l+s+i+d+e+(with+Bas),"{'name': 'J. Cole', 'mbid': '875203e1-8e58-4b86-8dcb-7190faf411c5', 'url': 'https://www.last.fm/music/J.+Cole'}"
Barbarism Begins at Home - 2011 Remaster,0,575789,77888,,"https://www.last.fm/music/JPEGMAFIA/_/SICK,+NERVOUS+&+BROKE%21","{'name': 'JPEGMAFIA', 'mbid': '', 'url': 'https://www.last.fm/music/JPEGMAFIA'}"
Double Knot,0,1114357,78623,,https://www.last.fm/music/yeat/_/Cmon,"{'name': 'yeat', 'mbid': '', 'url': 'https://www.last.fm/music/yeat'}"
Zodiac Killer,0,1234341,195164,,https://www.last.fm/music/ruth+b./_/Lost+Boy,"{'name': 'ruth b.', 'mbid': '', 'url': 'https://www.last.fm/music/ruth+b.'}"
DEAD BATTERIES,0,1000025,133898,,https://www.last.fm/music/YBN+Nahmir/_/Bounce+Out+With+That,"{'name': 'YBN Nahmir', 'mbid': '', 'url': 'https://www.last.fm/music/YBN+Nahmir'}"
Sometimes (Backwood),0,1063512,132914,,https://www.last.fm/music/Toby+Fox/_/MeGaLoVania,"{'name': 'Toby Fox', 'mbid': '1c26f82c-b35d-4c8e-a1f4-9c20747495c9', 'url': 'https://www.last.fm/music/Toby+Fox'}"
Green Eyes,311,3688964,719445,20f5334d-2fbc-44b5-8429-325b7086e433,https://www.last.fm/music/Iggy+Pop/_/Lust+For+Life,"{'name': 'Iggy Pop', 'mbid': 'f37b3f31-b1f8-4b88-8cb5-b34f709b17d7', 'url': 'https://www.last.fm/music/Iggy+Pop'}"
Red Desert,0,199851,40723,,https://www.last.fm/music/beabadoobee/_/Fairy+Song,"{'name': 'beabadoobee', 'mbid': '', 'url': 'https://www.last.fm/music/beabadoobee'}"
Forever Only,0,439416,59649,,https://www.last.fm/music/Julie/_/kit,"{'name': 'Julie', 'mbid': 'c9086e16-ca8a-4d8c-a506-eab460811cdc', 'url': 'https://www.last.fm/music/Julie'}"
Golden Trunks,0,273474,55039,,"https://www.last.fm/music/Dot+Da+Genius/_/Talk+About+Me+(feat.+Kid+Cudi,+Denzel+Curry+&+JID)","{'name': 'Dot Da Genius', 'mbid': '', 'url': 'https://www.last.fm/music/Dot+Da+Genius'}"
We'll Meet Again,0,1574807,222119,,https://www.last.fm/music/Bishop+Briggs/_/River,"{'name': 'Bishop Briggs', 'mbid': '', 'url': 'https://www.last.fm/music/Bishop+Briggs'}"
Beggin (Original Version),0,899895,48623,,https://www.last.fm/music/Bladee/_/Plastic+Surgery,"{'name': 'Bladee', 'mbid': 'cd689e77-dfdd-4f81-b50c-5e5a3f5e38a4', 'url': 'https://www.last.fm/music/Bladee'}"
Half a Heart,244,669416,113544,f771b753-a611-4237-a714-4fee19a8f0b3,https://www.last.fm/music/Pale+Saints/_/Kinky+Love,"{'name': 'Pale Saints', 'mbid': '1584532a-62ed-4cbe-ad95-6def0af7df35', 'url': 'https://www.last.fm/music/Pale+Saints'}"
Scatter Brain (feat. Ludacris & JID),0,968513,136180,,https://www.last.fm/music/Weathers/_/Happy+Pills,"{'name': 'Weathers', 'mbid': '', 'url': 'https://www.last.fm/music/Weathers'}"
No Complaints (feat. Offset & Drake) (Bonus),0,633038,58928,,https://www.last.fm/music/STAYC/_/BUTTERFLY,"{'name': 'STAYC', 'mbid': '', 'url': 'https://www.last.fm/music/STAYC'}"
Wherever You Go,0,628446,88681,,https://www.last.fm/music/Mac+Miller/_/Rain+(feat.+Vince+Staples),"{'name': 'Mac Miller', 'mbid': 'a0e8a1b1-5f8f-475a-a253-17415c17d0ff', 'url': 'https://www.last.fm/music/Mac+Miller'}"
Headless Horseman,0,1741488,222987,,https://www.last.fm/music/Vince+Staples/_/Big+Fish,"{'name': 'Vince Staples', 'mbid': '78e854b8-9713-4ff2-9218-6b3784893bff', 'url': 'https://www.last.fm/music/Vince+Staples'}"
KIDS EAT PILLS*,0,1091521,230680,,https://www.last.fm/music/Childish+Gambino/_/Have+Some+Love,"{'name': 'Childish Gambino', 'mbid': '7fb57fba-a6ef-44c2-abab-2fa3bdee607e', 'url': 'https://www.last.fm/music/Childish+Gambino'}"
Tired of Sex,0,758927,113104,,https://www.last.fm/music/The+Mar%C3%ADas/_/Hush,"{'name': 'The Marías', 'mbid': '', 'url': 'https://www.last.fm/music/The+Mar%C3%ADas'}"
Hound Dog,0,316472,50970,,https://www.last.fm/music/Fontaines+D.C./_/Roman+Holiday,"{'name': 'Fontaines D.C.', 'mbid': '', 'url': 'https://www.last.fm/music/Fontaines+D.C.'}"
Leader of a New Regime,0,1618645,205814,,https://www.last.fm/music/Post+Malone/_/Paranoid,"{'name': 'Post Malone', 'mbid': '', 'url': 'https://www.last.fm/music/Post+Malone'}"
Seek & Destroy - Remastered,264,537303,101974,a044327e-f7bf-4fd5-a9bc-04888f179feb,https://www.last.fm/music/Cortex/_/Huit+octobre+1971,"{'name': 'Cortex', 'mbid': 'f60e8207-b19c-4222-9fff-500c7e7d77a3', 'url': 'https://www.last.fm/music/Cortex'}"
BedRock,0,1864064,182854,,https://www.last.fm/music/BROCKHAMPTON/_/ZIPPER,"{'name': 'BROCKHAMPTON', 'mbid': '', 'url': 'https://www.last.fm/music/BROCKHAMPTON'}"
"Muddy Water (Changbin, Hyunjin, HAN, Felix)",0,864473,144468,,https://www.last.fm/music/Lucy+Dacus/_/I+Don%27t+Wanna+Be+Funny+Anymore,"{'name': 'Lucy Dacus', 'mbid': '', 'url': 'https://www.last.fm/music/Lucy+Dacus'}"
La Tortura (feat. Alejandro Sanz),0,2384725,123149,,https://www.last.fm/music/BTS/_/A+Supplementary+Story:+You+Never+Walk+Alone,"{'name': 'BTS', 'mbid': '0d79fe8e-ba27-4859-bb8c-2f255f346853', 'url': 'https://www.last.fm/music/BTS'}"
Waterloo Sunset,0,1164849,181713,,https://www.last.fm/music/Alessia+Cara/_/Out+of+Love,"{'name': 'Alessia Cara', 'mbid': '', 'url': 'https://www.last.fm/music/Alessia+Cara'}"
I Want It,169,3033720,319092,4f5e5fe7-0f35-4ae9-99d2-7d65b50bcca6,https://www.last.fm/music/Miley+Cyrus/_/Can%27t+Be+Tamed,"{'name': 'Miley Cyrus', 'mbid': '7e9bd05a-117f-4cce-87bc-e011527a8b18', 'url': 'https://www.last.fm/music/Miley+Cyrus'}"
"the Glow, pt. 2",202,2018524,311792,f101fa8e-6996-4ebe-bd14-856eb851cdea,https://www.last.fm/music/Arctic+Monkeys/_/Despair+In+The+Departure+Lounge,"{'name': 'Arctic Monkeys', 'mbid': 'ada7a83c-e3e1-40f1-93f9-3e73dbc9298a', 'url': 'https://www.last.fm/music/Arctic+Monkeys'}"
"I See the Light - From ""Tangled"" / Soundtrack Version",0,552538,81038,,https://www.last.fm/music/Steve+Lacy/_/Hate+CD,"{'name': 'Steve Lacy', 'mbid': 'ca9766a0-1c30-43e6-a213-bac1334efc4a', 'url': 'https://www.last.fm/music/Steve+Lacy'}"
Another One Bites the Dust,0,1597356,91746,,https://www.last.fm/music/Pabllo+Vittar/_/Zap+Zum,"{'name': 'Pabllo Vittar', 'mbid': '', 'url': 'https://www.last.fm/music/Pabllo+Vittar'}"
Girls Like Girls,230,1042124,195240,e6294584-c176-4735-bf28-854baf273120,https://www.last.fm/music/Bauhaus/_/All+We+Ever+Wanted+Was+Everything,"{'name': 'Bauhaus', 'mbid': '7b3e04bb-c4bb-4e7b-aa17-65ed5ca4925d', 'url': 'https://www.last.fm/music/Bauhaus'}"
Lump Sum,336,3323652,506622,1e34a0ab-f8e7-4762-a957-f17c6998d467,https://www.last.fm/music/Bj%C3%B6rk/_/Bachelorette,"{'name': 'Björk', 'mbid': '87c5dedd-371d-4a53-9f7f-80522fb7f3cb', 'url': 'https://www.last.fm/music/Bj%C3%B6rk'}"
Just So You Remember,0,269353,45615,,https://www.last.fm/music/sirlofi/_/Queen+of+Disaster,"{'name': 'sirlofi', 'mbid': '', 'url': 'https://www.last.fm/music/sirlofi'}"
Older,0,1307699,141700,,https://www.last.fm/music/Idles/_/Never+Fight+a+Man+with+a+Perm,"{'name': 'Idles', 'mbid': 'be465d4f-c28d-4ba1-94ab-ebaada7db8af', 'url': 'https://www.last.fm/music/Idles'}"
Thinking About You,0,21659,12332,,https://www.last.fm/music/Lil+Baby/_/No+Fly+Zone,"{'name': 'Lil Baby', 'mbid': '', 'url': 'https://www.last.fm/music/Lil+Baby'}"
would you love me now?,263,2605146,402872,81c5571f-a7b0-4bab-b9a9-b6450fa37c34,https://www.last.fm/music/New+Order/_/Ceremony,"{'name': 'New Order', 'mbid': 'f1106b17-dcbb-45f6-b938-199ccfab50cc', 'url': 'https://www.last.fm/music/New+Order'}"
"No Matter Which Direction I'm Going In, I Never Chase These Hoes",0,1131206,143684,,https://www.last.fm/music/21+Savage/_/all+my+friends,"{'name': '21 Savage', 'mbid': '', 'url': 'https://www.last.fm/music/21+Savage'}"
Écoute Chérie,0,3420181,657031,,https://www.last.fm/music/Simon+&+Garfunkel/_/Bridge+over+Troubled+Water,"{'name': 'Simon & Garfunkel', 'mbid': '5d02f264-e225-41ff-83f7-d9b1f0b1874a', 'url': 'https://www.last.fm/music/Simon+&+Garfunkel'}"
Gospel,0,1960514,241509,,https://www.last.fm/music/Demi+Lovato/_/Stone+Cold,"{'name': 'Demi Lovato', 'mbid': 'faf4cefb-036c-4c88-b93a-5b03dd0a0e6b', 'url': 'https://www.last.fm/music/Demi+Lovato'}"
Saturday Sun,0,1483427,190722,,https://www.last.fm/music/Anderson+.Paak/_/Make+It+Better+(feat.+Smokey+Robinson),"{'name': 'Anderson .Paak', 'mbid': '', 'url': 'https://www.last.fm/music/Anderson+.Paak'}"
Black or White,0,989360,146496,,https://www.last.fm/music/Melanie+Martinez/_/Teddy+Bear,"{'name': 'Melanie Martinez', 'mbid': '0df563ec-1a79-486e-a46d-5b9862a40311', 'url': 'https://www.last.fm/music/Melanie+Martinez'}"
Give Me A Minute,332,2164052,360545,e5dcc413-3575-45b3-a99f-8fb943ba2463,https://www.last.fm/music/Mazzy+Star/_/Into+Dust,"{'name': 'Mazzy Star', 'mbid': 'c48d4327-8122-4286-af66-05e1ee6ac4d8', 'url': 'https://www.last.fm/music/Mazzy+Star'}"
Brackish,0,1334230,127225,,https://www.last.fm/music/Saba/_/BUSY+%2F+SIRENS,"{'name': 'Saba', 'mbid': 'c2311581-df24-451e-8232-a9dcee3bfa62', 'url': 'https://www.last.fm/music/Saba'}"
La La Land,180,4635409,625645,540c2151-e260-407c-9b13-5833158c210e,https://www.last.fm/music/Evanescence/_/Everybody%27s+Fool,"{'name': 'Evanescence', 'mbid': 'f4a31f0a-51dd-4fa7-986d-3095c40c5ed9', 'url': 'https://www.last.fm/music/Evanescence'}"
Solitude Is Bliss,359,2402242,428652,d6b88e5e-4449-4f2a-a4f6-4a3b1067b0fe,https://www.last.fm/music/Bj%C3%B6rk/_/Possibly+Maybe,"{'name': 'Björk', 'mbid': '87c5dedd-371d-4a53-9f7f-80522fb7f3cb', 'url': 'https://www.last.fm/music/Bj%C3%B6rk'}"
"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",0,1253331,186737,,https://www.last.fm/music/Anderson+.Paak/_/Heart+Don%27t+Stand+a+Chance,"{'name': 'Anderson .Paak', 'mbid': '', 'url': 'https://www.last.fm/music/Anderson+.Paak'}"
